CODGEO;LIBGEO;Abstention;La France Insoumise;Parti Communiste;PS - Place Publique;Les Écologistes;Renaissance;Les Républicains;Reconquête;Rassemblement National;Parti Animaliste;Divers
02008;Aizy-Jouy;82;2;2;18;6;5;8;6;70;0;10
02009;Alaincourt;202;7;6;19;1;22;8;7;119;1;13
02010;Allemant;57;3;1;6;2;2;6;3;38;1;4
02011;Ambleny;543;26;8;49;12;52;35;31;224;8;29
02012;Ambrief;20;1;0;0;2;4;8;1;21;1;0
02013;Amifontaine;156;3;1;11;6;20;11;12;81;1;17
02014;Amigny-Rouy;286;9;14;24;11;26;17;17;152;6;22
02015;Ancienville;19;1;0;4;0;9;3;4;21;1;3
02016;Andelain;68;7;3;9;1;7;6;2;48;2;6
02017;Anguilcourt-le-Sart;105;2;3;6;4;7;14;7;52;2;9
02018;Anizy-le-Grand;935;38;21;91;30;95;41;49;489;27;53
02019;Annois;139;4;5;5;0;13;9;8;87;1;5
02020;Any-Martin-Rieux;172;1;2;10;5;32;10;13;107;5;6
02021;Archon;27;1;0;0;8;0;0;3;25;3;3
02022;Arcy-Sainte-Restitue;160;8;3;5;2;21;10;12;88;4;14
02023;Armentières-sur-Ourcq;28;5;1;7;4;5;4;6;29;0;3
02024;Arrancy;7;0;0;3;3;0;5;4;6;0;5
02025;Artemps;103;1;0;6;3;10;14;16;101;6;14
02027;Assis-sur-Serre;76;0;2;5;0;5;2;2;62;2;5
02028;Athies-sous-Laon;919;24;43;108;19;111;65;54;525;20;47
02029;Attilly;100;6;5;20;2;8;12;9;60;1;15
02030;Aubencheul-aux-Bois;101;3;0;2;2;6;9;10;57;5;19
02031;Aubenton;204;1;4;8;2;13;9;7;143;4;16
02032;Aubigny-aux-Kaisnes;88;0;0;2;1;3;6;1;66;2;4
02033;Aubigny-en-Laonnois;41;1;2;1;0;3;3;5;18;2;3
02034;Audignicourt;38;2;2;1;3;2;4;1;28;0;10
02035;Audigny;81;1;4;14;1;8;17;3;57;3;11
02036;Augy;15;1;2;2;0;6;3;3;13;0;12
02037;Aulnois-sous-Laon;470;28;9;54;8;51;33;18;285;19;28
02038;Les Autels;22;0;0;5;0;2;1;3;18;2;8
02039;Autremencourt;44;0;3;2;0;11;2;2;48;0;4
02040;Autreppes;68;8;0;8;0;8;0;1;26;1;7
02041;Autreville;331;11;9;30;8;45;14;12;178;8;16
02042;Azy-sur-Marne;128;8;2;14;8;14;9;10;73;3;17
02043;Bagneux;21;0;0;1;0;1;0;2;21;0;6
02044;Bancigny;17;0;0;0;0;1;2;2;7;0;0
02046;Barenton-Bugny;170;9;10;15;11;23;15;14;143;3;15
02047;Barenton-Cel;51;1;1;2;1;3;7;3;35;0;2
02048;Barenton-sur-Serre;29;1;2;4;0;7;10;3;31;2;0
02049;Barisis-aux-Bois;211;12;13;19;7;40;24;16;186;13;17
02050;Barzy-en-Thiérache;110;1;4;8;1;13;5;7;80;0;16
02051;Barzy-sur-Marne;120;5;1;12;1;22;8;8;79;9;7
02052;Bassoles-Aulers;58;4;0;7;1;3;5;0;26;2;3
02053;Vallées en Champagne;206;15;2;20;10;44;28;20;92;3;23
02054;Bazoches-et-Saint-Thibaut;204;10;7;21;5;27;15;8;92;1;6
02055;Beaumé;28;0;0;3;1;6;3;4;24;1;5
02056;Beaumont-en-Beine;57;2;4;4;1;7;1;5;51;1;4
02057;Beaurevoir;427;13;2;12;6;57;26;33;283;6;38
02058;Beaurieux;233;8;7;14;12;34;23;4;149;8;13
02059;Beautor;1081;51;12;36;19;67;23;27;467;19;33
02060;Beauvois-en-Vermandois;94;6;1;11;2;11;6;5;72;4;6
02061;Becquigny;82;4;1;6;1;5;2;8;67;2;8
02062;Belleau;40;3;3;4;0;5;4;6;34;2;3
02063;Bellenglise;121;3;2;6;3;12;6;2;106;2;6
02064;Belleu;1287;85;25;97;17;140;52;47;630;28;68
02065;Bellicourt;215;4;1;5;2;23;14;14;151;6;15
02066;Benay;80;4;7;5;0;9;8;6;41;0;6
02067;Bergues-sur-Sambre;68;4;2;6;0;20;3;7;47;1;4
02068;Berlancourt;23;1;0;2;0;0;3;2;37;0;7
02069;Berlise;43;4;0;2;0;3;6;7;19;3;3
02070;Bernot;154;5;5;19;2;18;18;2;102;8;13
02071;Berny-Rivière;199;8;3;20;13;36;15;11;170;9;18
02072;Berrieux;58;0;0;5;1;15;6;1;51;0;4
02073;Berry-au-Bac;206;6;5;11;2;31;8;6;124;0;13
02074;Bertaucourt-Epourdon;204;8;3;14;4;24;13;14;130;2;17
02075;Berthenicourt;53;2;3;5;2;13;13;4;46;1;8
02076;Bertricourt;43;1;4;3;2;8;5;5;47;1;3
02078;Besmé;46;1;1;1;2;10;2;6;48;1;3
02079;Besmont;35;1;0;4;1;6;9;3;40;2;9
02080;Besny-et-Loizy;111;2;5;24;0;11;27;8;41;2;17
02081;Béthancourt-en-Vaux;153;13;1;9;2;10;7;6;110;6;21
02082;Beugneux;27;3;2;6;5;6;5;2;28;2;2
02083;Beuvardes;249;6;5;18;9;32;7;23;160;1;16
02084;Bézu-le-Guéry;63;3;3;7;1;15;17;3;54;4;4
02085;Bézu-Saint-Germain;390;26;8;21;6;31;19;15;169;6;22
02086;Bichancourt;383;10;12;35;5;43;20;15;224;9;24
02087;Bieuxy;3;0;0;2;0;0;1;2;12;1;1
02088;Bièvres;11;0;1;6;3;5;6;0;25;1;3
02089;Billy-sur-Aisne;347;19;12;30;11;69;19;22;238;10;28
02090;Billy-sur-Ourcq;64;1;2;8;4;4;5;3;30;1;7
02091;Blanzy-lès-Fismes;29;3;1;2;2;5;5;3;9;0;4
02093;Blérancourt;417;17;13;39;6;43;24;27;230;13;30
02094;Blesmes;159;13;6;12;2;26;19;15;90;6;21
02095;Bohain-en-Vermandois;2007;76;44;111;27;103;61;61;774;50;93
02096;Bois-lès-Pargny;54;4;0;9;1;10;8;6;39;4;3
02097;Boncourt;73;3;0;13;1;8;14;7;64;1;0
02098;Bonneil;125;10;4;21;3;17;19;3;58;3;12
02099;Bonnesvalyn;89;8;0;10;1;8;2;1;48;3;16
02100;Bony;50;5;2;2;1;3;3;3;45;3;5
02101;Bosmont-sur-Serre;49;2;2;4;0;6;11;2;47;0;6
02102;Bouconville-Vauclair;48;2;1;12;1;15;14;8;24;3;3
02103;Boué;469;12;20;35;3;35;27;7;244;10;43
02104;Bouffignereux;28;3;1;6;0;13;1;4;20;3;8
02105;Bouresches;67;3;2;6;1;3;4;7;33;2;9
02106;Bourg-et-Comin;239;7;11;11;3;14;11;11;164;10;15
02107;Bourguignon-sous-Coucy;29;4;0;1;0;3;0;4;28;0;6
02108;Bourguignon-sous-Montbavin;32;5;3;17;3;11;4;2;27;4;6
02109;La Bouteille;152;4;1;14;5;23;9;12;106;3;18
02110;Braine;703;18;19;36;19;107;37;33;409;12;46
02111;Brancourt-en-Laonnois;231;15;9;20;6;28;9;8;179;0;16
02112;Brancourt-le-Grand;268;7;7;7;7;22;15;9;144;3;19
02114;Brasles;448;42;21;51;16;92;27;26;254;19;33
02115;Braye-en-Laonnois;61;5;1;7;0;14;6;7;53;1;5
02116;Braye-en-Thiérache;61;0;0;6;3;6;10;6;24;2;6
02117;Bray-Saint-Christophe;21;0;1;2;3;5;3;2;24;1;7
02118;Braye;32;2;0;3;1;5;2;4;29;3;1
02119;Brécy;117;1;2;5;2;16;8;7;63;1;6
02120;Brenelle;59;4;3;8;2;13;3;2;50;2;2
02121;Breny;68;2;5;7;0;5;2;3;55;1;14
02122;Brie;11;1;1;4;0;5;3;0;14;0;2
02123;Brissay-Choigny;80;6;10;11;1;11;9;9;72;6;8
02124;Brissy-Hamégicourt;203;11;5;15;6;31;28;21;142;6;18
02125;Brumetz;75;4;3;11;5;6;6;9;36;1;12
02126;Brunehamel;194;2;2;14;1;19;15;20;85;1;10
02127;Bruyères-sur-Fère;66;5;3;3;4;5;10;5;42;2;6
02128;Bruyères-et-Montbérault;434;24;9;80;25;99;45;27;287;10;36
02129;Bruys;5;3;0;3;0;4;0;8;1;2;0
02130;Bucilly;45;6;3;4;5;7;6;8;53;4;6
02131;Bucy-le-Long;750;34;11;80;30;90;35;28;403;18;37
02132;Bucy-lès-Cerny;49;7;1;1;5;21;16;6;31;5;8
02133;Bucy-lès-Pierrepont;136;3;4;2;3;17;10;5;104;1;11
02134;Buire;325;11;10;36;6;53;4;16;174;8;30
02135;Buironfosse;379;8;6;17;5;30;20;19;224;2;37
02136;Burelles;45;0;1;3;1;9;9;2;49;0;5
02137;Bussiares;53;0;0;1;0;8;4;4;27;0;4
02138;Buzancy;48;0;0;5;1;14;10;4;43;3;4
02139;Caillouël-Crépigny;172;7;1;13;5;24;2;16;94;6;15
02140;Camelin;140;7;6;11;2;22;8;5;104;2;10
02141;La Capelle;626;11;12;25;7;84;31;28;356;15;33
02142;Castres;83;6;1;11;7;17;4;2;70;3;11
02143;Le Catelet;53;0;0;5;3;11;4;6;49;0;1
02144;Caulaincourt;43;2;2;4;2;6;6;6;22;4;5
02145;Caumont;182;10;8;25;7;21;10;9;145;6;27
02146;Celles-lès-Condé;30;1;1;5;2;5;6;2;10;1;5
02148;Celles-sur-Aisne;63;5;5;7;3;11;7;10;62;3;8
02149;Cerizy;16;0;2;2;0;5;4;3;11;2;3
02150;Cerny-en-Laonnois;23;1;0;1;1;3;1;1;18;0;1
02151;Cerny-lès-Bucy;46;0;0;4;0;4;5;5;13;1;5
02152;Cerseuil;35;1;1;1;0;5;9;1;13;1;4
02153;Cessières-Suzy;240;17;8;42;12;30;19;9;139;13;34
02154;Chacrise;134;4;4;9;17;10;14;9;56;2;14
02155;Chaillevois;36;2;1;11;2;13;3;3;45;7;11
02156;Chalandry;67;1;1;5;2;6;6;6;52;2;8
02157;Chambry;255;26;19;34;6;47;18;9;159;12;26
02158;Chamouille;77;2;1;6;3;17;6;11;37;0;11
02159;Champs;103;3;1;8;2;14;6;10;64;3;11
02160;Chaourse;160;13;4;22;3;17;16;8;80;3;13
02162;La Chapelle-sur-Chézy;91;2;2;10;0;6;3;10;65;4;7
02163;Charly-sur-Marne;872;87;11;43;20;104;72;40;355;16;39
02164;Le Charmel;98;3;2;9;4;10;4;9;95;6;11
02165;Charmes;506;29;23;44;12;58;25;24;339;23;25
02166;Chartèves;81;4;10;11;7;20;5;13;75;8;10
02167;Chassemy;288;14;7;17;8;29;14;14;201;6;27
02168;Château-Thierry;5644;523;83;476;138;580;214;171;1363;79;285
02169;Châtillon-lès-Sons;29;1;0;2;0;0;0;3;27;0;2
02170;Châtillon-sur-Oise;39;6;1;2;0;2;8;2;29;3;8
02171;Chaudardes;30;0;0;4;2;5;2;3;14;0;3
02172;Chaudun;80;2;0;9;1;8;16;5;48;3;3
02173;Chauny;4373;246;97;304;61;393;171;152;1675;93;216
02174;Chavignon;263;13;4;19;4;38;10;8;181;13;34
02175;Chavigny;41;4;1;4;4;12;1;6;35;1;17
02176;Chavonne;55;5;5;5;2;6;8;4;57;0;6
02177;Chérêt;52;5;0;3;0;13;5;6;19;2;6
02178;Chermizy-Ailles;23;2;1;2;0;4;15;2;38;0;2
02179;Chéry-Chartreuve;120;8;3;20;4;9;12;17;60;6;8
02180;Chéry-lès-Pouilly;265;5;7;21;6;26;18;11;145;7;20
02181;Chéry-lès-Rozoy;33;0;0;1;1;5;2;2;28;0;6
02182;Chevennes;40;2;0;7;0;2;2;7;44;1;4
02183;Chevregny;76;5;1;3;4;9;5;6;53;3;5
02184;Chevresis-Monceau;90;1;1;6;0;6;7;5;85;2;15
02185;Chézy-en-Orxois;96;12;1;12;4;16;24;3;72;4;12
02186;Chézy-sur-Marne;415;23;4;48;22;69;56;27;228;12;32
02187;Chierry;423;28;9;53;16;73;20;34;164;10;28
02188;Chigny;41;0;5;6;1;2;1;6;38;2;0
02189;Chivres-en-Laonnois;110;1;1;11;2;5;1;10;71;5;10
02190;Chivres-Val;195;9;3;22;2;21;5;9;123;5;14
02191;Chivy-lès-Etouvelles;137;11;5;12;1;11;13;13;114;5;23
02192;Chouy;125;4;1;5;5;17;18;15;79;3;9
02193;Cierges;24;0;0;4;0;7;3;1;15;2;3
02194;Cilly;49;5;1;8;0;18;11;0;44;2;11
02195;Ciry-Salsogne;347;13;3;21;11;32;9;23;220;3;25
02196;Clacy-et-Thierret;101;2;3;9;4;12;4;2;75;6;11
02197;Clairfontaine;201;5;2;5;5;38;12;9;96;4;16
02198;Clamecy;108;2;3;6;2;7;3;2;39;0;11
02199;Clastres;181;6;5;6;2;12;10;12;152;2;14
02200;Clermont-les-Fermes;31;2;5;2;1;11;6;2;16;0;3
02201;Coeuvres-et-Valsery;96;2;0;13;3;10;8;6;72;4;9
02203;Coincy;423;23;6;34;6;47;15;19;255;23;27
02204;Coingt;19;2;1;2;0;8;5;2;13;0;10
02205;Colligis-Crandelain;58;5;3;10;1;5;4;3;47;2;7
02206;Colonfay;18;3;0;6;0;3;4;0;23;1;3
02207;Commenchon;57;9;1;8;0;14;3;10;51;3;9
02208;Concevreux;87;4;0;11;1;9;5;2;63;2;7
02209;Condé-en-Brie;209;10;8;17;6;24;19;9;94;4;19
02210;Condé-sur-Aisne;144;0;2;12;3;13;11;12;86;5;10
02211;Condé-sur-Suippe;101;3;2;11;6;20;9;11;51;6;9
02212;Condren;257;9;4;21;3;26;6;6;162;5;26
02213;Connigis;89;1;4;7;6;14;9;4;63;2;13
02214;Contescourt;16;0;0;1;0;1;0;2;16;1;2
02215;Corbeny;237;13;8;18;11;23;16;12;145;2;12
02216;Corcy;104;5;2;4;0;9;4;10;62;4;14
02217;Coucy-le-Château-Auffrique;278;22;9;33;9;43;17;22;149;15;18
02218;Coucy-lès-Eppes;192;6;8;20;8;32;14;12;119;1;14
02219;Coucy-la-Ville;46;3;1;1;2;11;7;2;37;2;5
02220;Coulonges-Cohan;153;7;5;8;9;18;17;11;88;2;14
02221;Coupru;59;4;0;0;0;2;2;6;41;2;2
02222;Courbes;10;0;0;0;0;5;0;0;3;0;3
02223;Courboin;117;4;1;7;2;10;4;9;70;6;8
02224;Courcelles-sur-Vesle;125;3;0;8;4;12;6;5;110;2;18
02225;Courchamps;20;0;0;4;3;6;1;2;17;0;0
02226;Courmelles;697;28;15;56;19;64;41;25;417;20;41
02227;Courmont;35;0;1;2;1;3;6;2;28;0;4
02228;Courtemont-Varennes;101;8;2;6;6;17;5;7;51;3;12
02229;Courtrizy-et-Fussigny;22;4;0;3;5;4;1;0;16;3;2
02230;Couvrelles;45;4;2;2;3;12;9;7;34;0;6
02231;Couvron-et-Aumencourt;274;18;9;41;7;26;21;10;200;5;21
02232;Coyolles;61;5;3;7;3;18;4;2;43;2;4
02233;Cramaille;30;4;2;6;1;3;4;2;47;0;6
02234;Craonne;28;3;2;2;2;10;7;3;22;0;6
02235;Craonnelle;28;2;0;6;0;8;0;5;27;3;3
02236;Crécy-au-Mont;118;4;2;8;3;13;0;5;89;7;10
02237;Crécy-sur-Serre;496;24;6;23;5;44;24;19;264;14;32
02238;Crépy;558;23;9;48;23;63;20;25;384;23;34
02239;Crézancy;474;21;10;29;9;33;13;7;162;7;32
02240;Croix-Fonsomme;60;2;5;12;0;3;14;0;44;2;9
02241;La Croix-sur-Ourcq;15;3;0;3;0;5;7;8;29;2;1
02242;Crouttes-sur-Marne;185;18;0;10;10;22;20;8;94;5;14
02243;Crouy;1204;67;22;97;24;86;28;35;487;31;49
02244;Crupilly;16;0;0;3;1;1;0;1;20;0;9
02245;Cuffies;531;41;7;44;16;69;30;14;322;17;43
02246;Cugny;196;12;2;13;10;24;8;18;119;6;22
02248;Cuirieux;40;3;0;5;4;6;4;2;35;1;6
02249;Cuiry-Housse;34;2;0;4;0;5;10;4;21;3;5
02250;Cuiry-lès-Chaudardes;12;0;0;5;1;0;4;0;23;0;2
02251;Cuiry-lès-Iviers;15;0;0;0;0;0;3;2;11;0;0
02252;Cuissy-et-Geny;17;0;0;2;0;3;7;2;26;0;2
02253;Cuisy-en-Almont;151;2;1;9;7;20;8;7;85;3;16
02254;Cutry;31;0;1;8;3;7;11;2;18;3;9
02255;Cys-la-Commune;46;0;2;6;0;2;4;1;41;1;8
02256;Dagny-Lambercy;27;0;2;4;0;1;5;1;37;1;7
02257;Dallon;114;3;2;11;2;31;15;13;97;2;6
02258;Dammard;124;7;6;15;3;18;7;5;81;2;9
02259;Dampleux;132;3;3;18;6;27;9;14;91;0;13
02260;Danizy;204;3;4;13;6;21;3;13;130;9;14
02261;Dercy;105;7;2;10;3;8;11;5;100;1;10
02262;Deuillet;103;7;2;6;1;4;3;2;49;6;8
02263;Dhuizel;44;0;0;0;1;4;6;3;40;0;4
02264;Dizy-le-Gros;279;8;4;18;4;39;12;17;154;2;19
02265;Dohis;34;1;0;1;0;4;5;3;15;4;2
02266;Dolignon;17;1;0;6;0;3;5;1;9;0;1
02267;Dommiers;87;1;4;6;5;9;8;10;65;3;14
02268;Domptin;246;16;7;26;10;14;12;10;112;3;11
02269;Dorengt;34;0;0;2;0;18;9;0;27;1;12
02270;Douchy;45;1;2;2;3;5;2;6;32;0;4
02271;Dravegny;32;2;2;1;4;8;17;1;28;5;6
02272;Droizy;25;4;1;1;1;4;3;2;28;2;2
02273;Dury;74;2;0;3;3;11;8;3;61;1;7
02274;Ebouleau;71;1;3;5;1;6;12;1;42;2;4
02275;Effry;150;5;4;6;0;5;1;4;63;4;5
02276;Englancourt;39;1;1;8;1;5;6;1;26;5;14
02277;Epagny;108;2;3;12;1;9;7;6;75;1;17
02278;Eparcy;14;1;0;3;0;9;5;2;2;0;2
02279;Epaux-Bézu;191;7;6;21;10;29;16;13;102;12;20
02280;Epieds;159;11;2;12;2;12;7;7;99;6;10
02281;L'Epine-aux-Bois;94;12;0;10;4;6;8;4;39;4;9
02282;Eppes;126;8;1;14;3;18;7;8;73;7;14
02283;Erlon;129;0;2;8;0;6;12;3;60;1;3
02284;Erloy;34;0;0;2;0;5;2;2;15;0;6
02286;Esquéhéries;285;8;5;11;2;66;13;14;188;1;34
02287;Essigny-le-Grand;438;13;13;44;15;82;39;19;251;12;28
02288;Essigny-le-Petit;140;4;1;8;2;16;14;4;90;2;9
02289;Essises;165;7;1;26;1;13;7;8;81;7;10
02290;Essômes-sur-Marne;922;63;30;95;30;103;69;52;368;19;82
02291;Estrées;113;1;3;12;3;17;14;11;87;7;12
02292;Etampes-sur-Marne;477;43;20;31;6;56;23;24;213;10;38
02293;Etaves-et-Bocquiaux;177;10;10;18;4;22;19;12;133;3;7
02294;Etouvelles;63;4;2;6;8;7;8;7;53;1;0
02295;Etréaupont;290;6;7;20;9;31;23;23;180;9;14
02296;Etreillers;403;18;3;26;8;65;34;31;261;11;22
02297;Etrépilly;37;5;0;8;2;9;1;1;20;3;3
02298;Etreux;518;11;8;25;3;37;16;19;348;9;33
02299;Evergnicourt;203;7;4;11;2;28;8;5;101;4;13
02302;Faverolles;102;14;4;6;1;19;22;5;72;0;10
02303;Fayet;217;33;6;25;7;72;60;38;112;11;15
02304;La Fère;912;35;10;21;12;45;26;19;301;15;24
02305;Fère-en-Tardenois;1085;43;10;54;12;136;49;35;478;15;63
02306;La Ferté-Chevresis;201;4;9;10;4;16;13;18;116;3;17
02307;La Ferté-Milon;829;42;11;51;23;81;35;33;327;18;58
02308;Fesmy-le-Sart;169;4;1;4;0;18;4;4;114;6;15
02309;Festieux;240;12;5;19;12;25;14;11;160;4;12
02310;Fieulaine;78;0;1;4;1;16;8;6;81;1;7
02311;Filain;39;4;1;2;0;7;6;4;24;1;3
02312;La Flamengrie;404;9;8;20;4;49;18;15;211;4;29
02313;Flavigny-le-Grand-et-Beaurain;169;5;3;15;0;20;8;11;99;4;5
02315;Flavy-le-Martel;501;17;24;58;10;72;37;32;330;6;38
02316;Fleury;41;3;2;11;4;16;4;2;30;2;4
02317;Fluquières;57;1;4;4;0;9;4;8;60;5;7
02318;Folembray;575;14;12;30;5;49;8;24;264;16;29
02319;Fonsomme;174;4;11;18;0;14;10;14;107;2;11
02320;Fontaine-lès-Clercs;97;3;0;10;4;18;13;7;63;3;7
02321;Fontaine-lès-Vervins;345;9;6;21;9;52;27;28;163;5;22
02322;Fontaine-Notre-Dame;78;5;2;14;3;29;12;11;109;2;13
02323;Fontaine-Uterte;34;1;3;3;2;3;6;1;34;1;10
02324;Fontenelle;89;2;0;11;3;20;6;11;40;1;12
02326;Fontenoy;126;8;2;9;5;28;20;29;119;5;13
02327;Foreste;55;2;0;0;0;4;12;6;43;4;5
02328;Fossoy;194;4;17;10;9;30;15;11;112;7;23
02329;Fourdrain;152;9;4;21;6;20;15;11;88;3;13
02330;Francilly-Selency;171;11;4;11;7;41;22;7;99;8;15
02331;Franqueville;28;6;2;2;1;3;4;1;27;0;2
02332;Fresnes-en-Tardenois;82;5;2;5;1;9;5;7;50;4;3
02333;Fresnes-sous-Coucy;60;4;2;4;1;2;0;4;30;2;7
02334;Fresnoy-le-Grand;1159;66;14;62;8;90;52;45;520;19;80
02335;Fressancourt;78;0;0;1;0;4;5;3;47;1;7
02336;Frières-Faillouël;399;12;8;15;7;37;15;22;232;4;21
02337;Froidestrées;59;4;2;9;2;6;5;3;56;1;6
02338;Froidmont-Cohartille;86;5;4;9;1;12;14;3;40;4;6
02339;Gandelu;295;18;2;12;9;13;6;13;107;7;22
02340;Gauchy;2154;134;96;172;30;185;82;79;998;51;91
02341;Gercy;89;2;0;9;3;11;5;7;76;2;9
02342;Gergny;49;0;0;4;2;4;6;2;26;1;5
02343;Germaine;21;0;1;5;0;3;10;0;21;2;2
02345;Gibercourt;6;0;1;0;0;2;3;4;6;0;2
02346;Gizy;219;16;6;14;4;39;12;14;148;5;18
02347;Gland;169;9;1;19;2;19;10;8;102;5;5
02349;Goudelancourt-lès-Berrieux;13;2;2;2;0;4;1;3;17;2;2
02350;Goudelancourt-lès-Pierrepont;32;0;0;2;1;10;5;5;30;0;4
02351;Goussancourt;24;1;1;9;0;6;4;2;30;9;4
02352;Gouy;214;6;3;15;1;25;15;15;113;2;6
02353;Grandlup-et-Fay;81;7;3;9;0;18;15;6;83;9;12
02354;Grandrieux;21;0;0;3;0;6;2;1;24;0;0
02355;Gricourt;400;17;8;42;7;45;30;14;209;11;21
02356;Grisolles;64;7;2;8;1;1;0;6;46;2;9
02357;Gronard;12;0;0;2;2;2;8;1;10;0;5
02358;Grougis;137;0;1;12;2;6;15;8;82;0;19
02359;Grugies;413;14;16;24;12;49;36;11;245;12;16
02360;Villeneuve-sur-Aisne;898;47;19;69;20;137;62;61;526;12;75
02361;Guise;1741;49;43;112;13;129;52;66;870;35;86
02362;Guivry;63;1;3;15;4;19;8;5;41;3;8
02363;Guny;143;2;5;5;0;14;5;4;90;7;12
02364;Guyencourt;93;3;1;6;4;7;7;2;49;3;17
02366;Hannapes;113;1;3;5;3;9;2;2;70;3;2
02367;Happencourt;36;9;1;4;0;1;4;6;49;1;4
02368;Haramont;176;18;6;17;6;33;15;13;125;4;20
02369;Harcigny;84;3;4;11;5;2;5;5;64;4;10
02370;Hargicourt;141;5;10;16;6;19;20;12;135;4;10
02371;Harly;530;33;18;60;12;79;51;23;301;16;19
02372;Hartennes-et-Taux;133;4;2;3;3;10;9;8;70;3;8
02373;Hary;76;3;2;6;1;20;5;4;54;2;4
02374;Lehaucourt;250;18;29;12;6;22;9;9;180;12;13
02375;Hautevesnes;35;7;4;4;4;5;8;6;31;0;4
02376;Hauteville;56;1;1;6;0;3;6;3;48;2;4
02377;Haution;52;0;0;2;1;10;6;5;21;0;3
02378;La Hérie;42;1;3;6;1;2;3;4;42;1;9
02379;Le Hérie-la-Viéville;71;3;4;2;0;11;17;5;47;0;5
02380;Hinacourt;12;0;0;0;0;2;4;3;9;0;0
02381;Hirson;3604;93;85;261;27;211;104;103;1237;80;157
02382;Holnon;426;28;16;61;18;67;34;30;311;16;28
02383;Homblières;528;20;8;67;12;68;58;31;301;12;30
02384;Houry;16;1;0;3;0;7;2;3;11;1;2
02385;Housset;48;3;2;5;0;8;1;13;48;1;5
02386;Iron;54;0;0;9;1;6;7;3;61;1;6
02387;Itancourt;339;13;10;37;11;67;33;23;209;17;29
02388;Iviers;56;0;3;3;1;8;3;6;67;1;0
02389;Jaulgonne;229;12;4;23;6;33;16;19;115;8;24
02390;Jeancourt;94;2;0;6;4;5;3;13;34;1;5
02391;Jeantes;54;0;1;3;0;16;4;3;53;2;8
02392;Joncourt;111;9;3;13;3;12;5;12;98;6;8
02393;Jouaignes;35;1;2;8;2;15;8;2;29;3;5
02395;Jumencourt;61;2;0;5;2;7;2;4;35;0;4
02396;Jumigny;10;6;0;3;0;2;1;1;12;1;2
02397;Jussy;479;17;11;22;8;29;28;18;257;12;36
02398;Juvigny;108;2;4;2;0;19;11;2;75;3;4
02399;Juvincourt-et-Damary;179;8;4;9;5;25;15;23;115;11;14
02400;Laffaux;47;3;0;3;2;4;4;2;40;1;6
02401;Laigny;57;1;0;6;2;8;5;7;55;1;16
02402;Lanchy;14;0;0;0;0;2;3;2;20;0;0
02403;Landifay-et-Bertaignemont;89;3;1;6;2;9;9;15;69;4;5
02404;Landouzy-la-Cour;63;4;4;1;0;6;3;4;41;5;14
02405;Landouzy-la-Ville;201;7;5;27;6;28;5;13;90;0;22
02406;Landricourt;42;2;0;5;0;11;6;3;25;1;6
02407;Laniscourt;64;7;2;7;2;16;8;5;38;3;9
02408;Laon;8740;540;191;664;299;860;354;287;2662;178;422
02409;Lappion;95;3;2;7;1;12;9;1;63;7;9
02410;Largny-sur-Automne;82;14;4;14;4;11;7;4;37;0;4
02411;Latilly;72;7;0;3;3;1;8;4;42;1;12
02412;Launoy;20;0;2;0;0;11;2;3;27;1;2
02413;Laval-en-Laonnois;60;1;6;12;4;20;2;3;57;3;8
02414;Lavaqueresse;63;1;0;10;1;19;13;4;38;2;11
02415;Laversine;52;0;1;6;0;2;3;3;31;2;1
02416;Lemé;156;4;3;12;1;7;14;10;102;9;12
02417;Lempire;28;1;2;4;0;2;7;2;22;2;9
02418;Lerzy;66;2;3;8;4;14;5;5;40;2;10
02419;Leschelle;93;6;2;10;1;17;14;5;52;3;8
02420;Lesdins;276;8;5;34;6;36;28;16;180;12;21
02421;Lesges;24;3;0;2;0;4;1;7;17;2;2
02422;Lesquielles-Saint-Germain;291;11;7;17;2;19;20;10;138;10;23
02423;Leuilly-sous-Coucy;160;15;7;7;3;13;13;5;95;5;22
02424;Leury;26;1;0;7;0;10;2;7;24;0;6
02425;Leuze;57;1;5;1;0;11;5;8;36;3;4
02426;Levergies;165;7;1;13;9;28;11;17;157;5;6
02427;Lhuys;52;2;0;4;0;1;7;1;29;2;6
02428;Licy-Clignon;24;2;0;2;1;2;3;5;16;0;1
02429;Lierval;26;1;3;10;2;9;2;2;24;1;6
02430;Liesse-Notre-Dame;378;10;4;33;8;43;16;15;239;6;27
02431;Liez;143;8;6;8;0;22;3;9;104;4;12
02432;Limé;72;1;1;6;1;7;7;11;50;2;3
02433;Lislet;91;3;1;8;0;11;6;2;59;4;12
02435;Logny-lès-Aubenton;18;0;0;3;1;9;4;0;29;0;5
02438;Longpont;71;3;0;14;4;15;14;9;59;1;13
02439;Les Septvallons;374;22;4;15;11;51;44;15;224;9;29
02440;Lor;37;1;0;2;0;8;7;8;43;2;4
02441;Louâtre;47;4;4;14;2;14;7;5;45;1;13
02442;Loupeigne;24;0;2;5;0;4;9;0;23;1;6
02443;Lucy-le-Bocage;72;3;4;3;1;4;11;2;42;0;2
02444;Lugny;29;0;6;4;1;0;1;2;34;1;6
02445;Luzoir;98;2;0;9;1;16;3;6;39;1;6
02446;Ly-Fontaine;40;1;2;9;2;9;2;6;26;2;4
02447;Maast-et-Violaine;46;2;0;5;0;6;5;4;22;0;6
