CODGEO;LIBGEO;Abstention;La France Insoumise;Parti Communiste;PS - Place Publique;Les Écologistes;Renaissance;Les Républicains;Reconquête;Rassemblement National;Parti Animaliste;Divers
68034;Bettlach;110;4;1;8;5;37;15;6;53;2;12
68035;Biederthal;83;7;1;2;16;21;6;11;29;5;15
68036;Biesheim;987;39;9;88;33;123;71;35;377;14;80
68037;Biltzheim;182;6;0;17;13;27;21;8;87;8;22
68038;Bischwihr;387;12;5;49;40;61;55;33;180;18;52
68039;Bisel;191;6;1;6;7;26;20;21;115;5;13
68040;Bitschwiller-lès-Thann;633;44;7;60;17;78;54;49;316;22;53
68041;Blodelsheim;584;23;4;65;23;100;50;42;352;20;76
68042;Blotzheim;1573;85;10;102;70;303;134;121;619;52;137
68043;Bollwiller;1410;119;13;135;55;167;70;75;667;41;146
68044;Le Bonhomme;278;13;10;34;9;27;28;24;129;10;43
68045;Bourbach-le-Bas;225;3;1;29;9;28;19;14;97;5;35
68046;Bourbach-le-Haut;137;16;4;29;27;19;3;4;59;9;25
68049;Bouxwiller;158;3;0;10;4;26;14;2;81;5;22
68050;Bréchaumont;143;9;2;21;11;31;14;14;59;7;27
68051;Breitenbach-Haut-Rhin;364;17;8;38;16;66;29;23;125;8;60
68052;Bretten;49;3;1;8;2;19;3;5;35;6;7
68054;Brinckheim;132;2;0;7;17;40;19;16;88;4;23
68055;Bruebach;339;18;4;54;19;101;37;50;164;9;35
68056;Brunstatt-Didenheim;2819;258;31;430;160;567;327;227;1056;86;244
68057;Buethwiller;101;2;1;7;4;19;2;6;42;7;12
68058;Buhl;1184;72;7;142;57;184;69;58;483;34;112
68059;Burnhaupt-le-Bas;770;31;5;63;39;117;66;44;290;10;63
68060;Burnhaupt-le-Haut;573;38;8;93;20;125;76;43;320;12;60
68061;Buschwiller;253;11;6;46;22;75;40;30;116;10;39
68062;Carspach;794;21;10;83;40;123;66;36;351;22;60
68063;Cernay;4342;456;60;341;143;466;291;254;1613;118;289
68064;Chalampé;343;17;3;30;14;50;22;30;160;14;32
68065;Chavannes-sur-l'Etang;246;6;3;23;19;35;16;16;126;8;16
68066;Colmar;23884;1975;203;2543;1064;3014;1421;1142;5302;550;1730
68067;Courtavon;140;2;0;7;2;11;6;11;64;6;12
68068;Dannemarie;678;37;6;52;39;122;44;70;341;18;64
68069;Dessenheim;511;16;5;34;15;70;67;32;294;12;33
68071;Diefmatten;82;3;1;9;4;14;3;11;77;2;18
68072;Dietwiller;444;26;5;67;42;117;83;49;232;25;60
68073;Dolleren;135;1;5;18;6;35;10;13;98;4;33
68074;Durlinsdorf;207;3;2;4;3;20;15;30;76;1;21
68075;Durmenach;296;11;4;22;18;49;22;24;168;18;29
68076;Durrenentzen;334;15;1;25;12;51;34;36;213;12;43
68077;Eglingen;105;14;5;10;15;26;22;12;61;4;20
68078;Eguisheim;509;31;6;128;75;195;126;45;181;14;76
68079;Elbach;80;9;2;12;2;24;7;12;62;4;13
68080;Emlingen;78;3;1;16;2;31;16;8;35;4;12
68081;Saint-Bernard;154;9;6;14;11;43;37;39;107;13;14
68082;Ensisheim;3181;138;21;232;75;345;158;153;1196;78;246
68083;Eschbach-au-Val;123;6;2;29;14;35;13;7;51;8;34
68084;Eschentzwiller;532;13;9;87;62;137;63;53;230;20;75
68085;Eteimbes;149;4;1;12;7;9;6;12;83;9;14
68086;Falkwiller;72;3;1;3;3;15;6;6;44;3;16
68087;Feldbach;197;7;2;7;9;35;21;15;57;4;27
68088;Feldkirch;355;16;10;55;32;76;32;31;163;14;40
68089;Fellering;556;30;2;56;33;84;47;53;274;18;44
68090;Ferrette;215;13;0;35;17;37;22;11;91;12;19
68091;Fessenheim;808;23;13;74;36;116;65;52;428;21;83
68092;Fislis;136;4;3;14;5;30;19;7;73;3;19
68093;Flaxlanden;519;30;1;91;32;118;56;52;221;13;56
68094;Folgensbourg;234;7;1;32;25;68;27;33;109;13;42
68095;Fortschwihr;405;29;7;57;32;129;63;29;212;21;42
68096;Franken;85;1;1;5;7;23;15;20;82;2;27
68097;Fréland;547;30;10;66;51;80;25;31;206;20;76
68098;Friesen;234;20;4;19;7;32;24;10;151;5;25
68099;Froeningen;269;14;3;29;14;77;36;31;159;15;41
68100;Fulleren;127;5;0;8;11;25;8;12;75;4;17
68101;Galfingue;255;23;4;30;17;78;36;17;160;7;35
68102;Geishouse;145;10;4;14;20;28;15;19;83;7;30
68103;Geispitzen;187;2;2;22;17;65;26;14;99;8;20
68104;Geiswasser;100;2;0;3;3;21;18;10;71;4;25
68105;Gildwiller;98;2;0;13;7;25;10;9;51;2;10
68106;Goldbach-Altenbach;111;1;2;16;1;12;10;4;72;5;17
68107;Gommersdorf;145;3;2;17;3;26;34;7;61;3;21
68109;Griesbach-au-Val;241;11;10;38;19;62;17;18;107;12;36
68110;Grussenheim;279;4;5;27;15;60;31;26;207;13;47
68111;Gueberschwihr;283;7;5;42;19;88;81;20;106;9;44
68112;Guebwiller;4424;254;34;434;204;520;230;201;1158;80;304
68113;Guémar;522;23;2;48;22;122;54;41;243;16;56
68114;Guevenatten;36;2;3;10;6;16;2;7;34;4;13
68115;Guewenheim;556;26;9;64;23;89;54;38;252;21;47
68116;Gundolsheim;277;7;2;39;23;50;23;23;160;10;33
68117;Gunsbach;295;17;5;31;27;73;37;10;129;8;46
68118;Habsheim;1681;78;18;212;91;340;149;117;778;68;176
68119;Hagenbach;264;6;4;38;12;48;23;17;150;3;27
68120;Hagenthal-le-Bas;427;15;2;48;20;98;45;25;192;9;49
68121;Hagenthal-le-Haut;260;5;0;21;10;57;42;19;85;7;29
68122;Hartmannswiller;238;4;1;69;17;39;28;13;104;16;20
68123;Hattstatt;229;13;0;54;19;59;39;27;175;16;28
68124;Hausgauen;130;9;0;18;9;31;17;15;70;6;24
68125;Hecken;199;13;2;18;10;30;12;8;103;11;23
68126;Hégenheim;989;35;4;86;49;278;140;90;257;18;84
68127;Heidwiller;261;15;2;27;23;57;21;16;77;10;32
68128;Heimersdorf;205;4;6;30;7;47;23;15;96;2;32
68129;Heimsbrunn;496;22;2;69;14;116;53;49;275;13;45
68130;Heiteren;342;8;4;19;19;52;26;22;222;14;39
68131;Heiwiller;79;5;0;6;2;7;9;6;43;2;6
68132;Helfrantzkirch;205;7;0;18;15;57;31;22;155;14;29
68134;Herrlisheim-près-Colmar;657;40;6;94;53;156;69;58;252;30;84
68135;Hésingue;858;37;4;65;41;214;68;85;289;21;68
68136;Hettenschlag;109;3;1;6;7;37;22;11;67;2;14
68137;Hindlingen;235;14;2;15;10;30;10;12;118;7;30
68138;Hirsingue;908;39;7;42;32;125;59;41;310;26;70
68139;Hirtzbach;508;23;2;40;23;75;28;38;226;20;66
68140;Hirtzfelden;446;12;4;31;14;73;36;38;218;10;43
68141;Hochstatt;747;58;7;116;31;160;74;82;315;25;84
68142;Hohrod;138;7;3;28;11;27;14;9;51;7;18
68143;Porte du Ried;694;28;7;76;46;164;99;56;397;23;68
68144;Hombourg;506;29;12;47;33;74;36;36;221;11;38
68145;Horbourg-Wihr;1895;120;15;298;141;495;239;160;941;93;177
68146;Houssen;821;40;10;52;32;144;92;58;421;31;68
68147;Hunawihr;148;7;2;32;27;65;44;16;77;5;18
68148;Hundsbach;115;9;1;5;13;14;9;3;78;7;12
68149;Huningue;2181;258;17;233;99;329;127;113;454;27;165
68150;Husseren-les-Châteaux;152;7;2;27;18;58;26;16;58;4;28
68151;Husseren-Wesserling;304;21;5;48;21;59;23;18;174;10;43
68152;Illfurth;1009;43;10;117;48;185;119;63;354;24;75
68153;Illhaeusern;249;6;3;38;18;55;30;23;133;7;29
68154;Illzach;4470;836;60;396;150;495;196;214;1393;108;301
68155;Ingersheim;1593;115;20;176;84;303;121;122;601;51;140
68156;Issenheim;1245;72;13;129;48;189;96;104;551;35;92
68157;Jebsheim;515;18;4;58;17;103;48;36;265;17;51
68158;Jettingen;171;8;0;16;5;37;26;21;99;4;22
68159;Jungholtz;280;15;6;41;27;60;32;19;179;23;45
68160;Kappelen;151;3;0;32;8;73;32;28;90;10;22
68161;Katzenthal;170;2;1;39;18;63;33;13;67;4;22
68162;Kaysersberg Vignoble;1701;63;19;216;94;374;196;112;576;48;185
68163;Kembs;2254;85;20;146;99;307;122;123;776;60;134
68165;Kiffis;93;0;1;11;5;14;10;5;36;1;6
68166;Kingersheim;4261;628;49;528;154;570;223;268;1784;124;273
68167;Kirchberg;286;8;4;18;9;52;27;7;148;12;32
68168;Knoeringue;98;3;0;18;3;29;18;9;69;3;19
68169;Koestlach;174;2;0;4;4;30;13;14;103;10;31
68170;Koetzingue;169;2;3;32;20;52;28;33;97;4;31
68171;Kruth;350;17;5;36;19;53;25;30;185;11;29
68172;Kunheim;522;28;3;62;27;110;62;37;247;22;63
68173;Labaroche;879;26;6;137;75;170;55;84;333;31;126
68174;Landser;635;30;7;52;32;114;46;61;289;25;72
68175;Lapoutroie;607;36;8;100;69;112;46;41;249;34;100
68176;Largitzen;98;1;0;13;8;11;10;19;68;3;27
68177;Lautenbach;642;21;4;71;40;100;43;34;241;21;54
68178;Lautenbachzell;387;26;8;49;23;47;25;21;166;20;50
68179;Lauw;321;10;6;34;13;70;33;28;190;14;38
68180;Leimbach;316;17;7;52;24;82;40;25;176;12;50
68181;Levoncourt;102;1;0;4;4;34;4;7;32;5;9
68182;Leymen;286;6;0;19;25;69;39;25;109;9;31
68183;Liebenswiller;44;0;1;3;3;14;10;5;21;3;15
68184;Liebsdorf;105;4;0;5;3;9;9;6;74;5;19
68185;Lièpvre;781;39;3;57;31;75;29;42;277;27;66
68186;Ligsdorf;101;3;1;10;14;27;17;6;44;4;14
68187;Linsdorf;80;1;0;8;4;31;14;9;67;2;8
68188;Linthal;192;14;6;23;33;25;17;15;89;7;37
68189;Logelheim;306;16;7;30;17;62;62;24;189;8;44
68190;Lucelle;5;0;0;1;0;3;5;4;6;0;0
68191;Luemschwiller;289;26;1;37;21;44;27;25;160;9;45
68192;Valdieu-Lutran;137;4;2;14;8;27;10;11;74;2;18
68193;Luttenbach-près-Munster;246;10;3;41;18;43;13;21;118;10;53
68194;Lutter;101;3;0;12;9;15;12;10;28;7;19
68195;Lutterbach;2127;207;30;260;119;338;148;141;757;54;155
68196;Magny;125;5;2;5;7;19;9;4;52;2;8
68197;Magstatt-le-Bas;152;7;2;19;5;35;20;25;86;5;28
68198;Magstatt-le-Haut;93;2;1;8;4;21;13;12;54;3;20
68199;Malmerspach;216;14;4;18;7;19;7;8;99;8;10
68200;Manspach;239;9;3;17;8;20;16;12;78;9;20
68201;Masevaux-Niederbruck;1471;77;10;144;44;215;89;60;544;31;137
68202;Mertzen;78;4;2;6;6;10;4;8;51;6;9
68203;Merxheim;447;17;16;64;36;99;61;38;345;14;54
68204;Metzeral;454;19;7;41;24;78;35;26;175;15;42
68205;Meyenheim;326;13;4;35;17;84;35;35;199;18;45
68207;Michelbach-le-Bas;291;4;4;27;12;76;32;28;104;6;20
68208;Michelbach-le-Haut;181;5;1;19;10;26;32;20;92;10;29
68209;Mittelwihr;315;9;4;36;9;73;33;23;102;12;34
68210;Mittlach;141;8;2;10;6;22;13;14;74;6;10
68211;Mitzach;145;4;0;10;10;29;10;13;72;5;13
68212;Moernach;205;3;0;10;10;35;27;20;104;6;24
68213;Mollau;154;5;4;18;3;8;10;13;65;2;15
68214;Montreux-Jeune;107;4;5;11;5;21;12;16;89;8;21
68215;Montreux-Vieux;345;11;8;26;9;37;16;30;178;9;36
68216;Mooslargue;167;2;2;8;5;24;9;10;68;3;21
68217;Moosch;715;20;4;46;24;76;36;37;279;24;59
68218;Morschwiller-le-Bas;1390;129;19;162;75;229;107;93;503;34;92
68219;Le Haut Soultzbach;359;21;8;42;28;56;47;24;169;11;44
68221;Muespach;306;5;2;23;10;64;28;27;171;7;33
68222;Muespach-le-Haut;419;8;4;21;23;83;45;47;178;7;54
68223;Muhlbach-sur-Munster;303;13;3;41;23;51;32;24;130;11;32
68224;Mulhouse;26489;4887;258;2625;1105;2867;1145;1250;4774;515;1748
68225;Munchhouse;602;24;9;67;24;83;49;26;315;13;76
68226;Munster;1497;81;13;183;109;256;106;71;511;62;162
68227;Muntzenheim;376;20;6;31;24;93;47;24;229;31;57
68228;Munwiller;149;6;1;14;11;34;20;10;116;2;19
68229;Murbach;48;3;0;16;6;22;4;1;25;5;10
68230;Nambsheim;182;5;5;15;6;33;15;6;113;5;21
68231;Neuf-Brisach;633;48;3;24;12;67;25;28;226;31;46
68232;Neuwiller;137;5;2;17;15;48;17;16;44;2;20
68234;Niederentzen;222;7;4;27;8;56;25;16;130;7;27
68235;Niederhergheim;322;25;6;43;20;68;49;34;221;9;54
68237;Niedermorschwihr;166;7;2;24;18;70;37;24;67;6;24
68238;Niffer;304;7;2;39;15;66;41;29;171;8;49
68239;Oberbruck;134;8;3;21;15;23;10;10;71;5;17
68240;Illtal;477;12;1;25;20;55;41;52;255;17;58
68241;Oberentzen;180;3;10;23;16;54;23;22;135;5;30
68242;Oberhergheim;465;16;6;49;41;66;35;37;288;22;51
68243;Oberlarg;36;3;0;9;2;14;2;9;20;1;15
68244;Obermorschwihr;137;2;3;15;10;34;12;7;84;8;17
68245;Obermorschwiller;148;5;0;19;6;48;16;11;84;5;20
68246;Obersaasheim;362;18;3;42;26;78;17;16;168;10;33
68247;Oderen;414;27;4;42;22;43;31;33;234;17;60
68248;Oltingue;221;5;1;19;12;47;23;21;99;13;43
68249;Orbey;1353;68;20;132;71;219;79;70;452;34;140
68250;Orschwihr;306;8;7;43;29;105;36;34;147;19;46
68251;Osenbach;283;13;2;52;23;77;29;31;174;10;34
68252;Ostheim;561;21;8;48;27;108;59;43;296;26;55
68253;Ottmarsheim;724;65;10;48;9;83;37;39;345;18;57
68254;Petit-Landau;245;12;0;33;19;69;26;21;150;8;43
68255;Pfaffenheim;492;28;8;62;37;124;59;41;202;5;48
68256;Pfastatt;3843;441;42;358;128;449;205;203;1195;101;209
68257;Pfetterhouse;324;10;7;36;13;49;37;21;171;12;52
68258;Pulversheim;1235;67;14;107;44;160;84;99;557;42;80
68259;Raedersdorf;165;7;3;8;9;41;22;6;80;3;21
68260;Raedersheim;375;12;4;37;13;61;49;37;260;9;34
68261;Rammersmatt;69;4;1;11;9;17;15;5;37;4;16
68262;Ranspach;338;12;6;21;13;42;19;19;156;11;27
68263;Ranspach-le-Bas;248;9;0;18;8;50;29;22;126;5;15
68264;Ranspach-le-Haut;180;9;2;16;12;45;17;16;105;3;31
68265;Rantzwiller;270;15;0;28;22;78;35;25;153;18;33
68266;Réguisheim;757;25;11;72;31;85;60;55;400;26;69
68267;Reiningue;765;31;11;91;43;101;51;45;342;17;73
68268;Retzwiller;167;23;3;22;10;29;14;12;130;13;26
68269;Ribeauvillé;1633;83;27;208;126;359;140;100;558;49;161
68270;Richwiller;1489;131;16;148;52;228;113;115;666;48;104
68271;Riedisheim;4035;352;47;699;283;915;442;306;1134;108;351
68273;Riespach;252;8;3;13;6;37;29;17;104;9;20
68274;Rimbach-près-Guebwiller;35;0;0;7;4;10;3;6;30;2;7
68275;Rimbach-près-Masevaux;183;13;2;15;11;25;9;11;104;3;20
68276;Rimbachzell;95;3;1;7;8;9;6;4;28;0;5
68277;Riquewihr;369;24;3;28;21;69;48;26;155;13;34
68278;Rixheim;6418;485;51;546;220;775;378;347;1806;136;420
68279;Roderen;292;18;3;61;31;60;37;30;188;19;82
68280;Rodern;143;8;3;15;9;31;12;7;65;7;19
68281;Roggenhouse;166;9;0;22;9;39;13;6;81;13;22
68282;Romagny;76;10;1;5;4;9;8;16;62;2;10
68283;Rombach-le-Franc;295;13;3;40;15;34;17;22;150;10;28
68284;Roppentzwiller;244;7;0;7;14;31;18;15;121;10;19
68285;Rorschwihr;118;2;0;20;8;33;25;11;66;5;16
68286;Rosenau;807;26;9;71;36;147;57;55;297;18;71
68287;Rouffach;1428;101;16;182;104;258;133;82;555;39;134
68288;Ruederbach;106;3;2;14;10;25;14;12;71;0;14
68289;Ruelisheim;982;45;16;116;37;165;73;73;458;22;95
68290;Rustenhart;350;9;8;34;19;67;15;28;155;10;39
68291;Rumersheim-le-Haut;403;12;2;35;13;69;49;36;200;13;31
68292;Saint-Amarin;780;32;7;63;31;100;46;57;370;27;86
68293;Saint-Cosme;38;1;1;2;0;9;3;3;12;0;3
68294;Sainte-Croix-aux-Mines;738;43;9;57;33;86;28;35;284;26;79
68295;Sainte-Croix-en-Plaine;948;43;9;132;67;236;117;86;580;42;95
68296;Saint-Hippolyte;289;13;4;33;20;95;53;37;156;8;55
68297;Saint-Louis;6382;807;32;399;180;689;297;266;1185;115;342
68298;Sainte-Marie-aux-Mines;1899;166;16;147;62;186;71;75;565;40;118
68299;Saint-Ulrich;71;2;1;13;11;14;15;11;53;4;17
68300;Sausheim;2074;208;26;218;76;346;160;151;882;54;191
68301;Schlierbach;497;28;1;53;39;122;51;36;216;8;61
68302;Schweighouse-Thann;279;22;6;28;14;47;42;22;123;8;35
68303;Schwoben;65;2;1;20;6;20;4;2;47;3;11
68304;Sentheim;501;48;9;74;41;72;36;37;291;18;58
68305;Seppois-le-Bas;529;18;8;31;11;46;28;32;197;14;33
68306;Seppois-le-Haut;162;10;3;14;9;17;11;12;70;7;28
68307;Sewen;158;7;3;22;15;15;17;29;112;3;28
68308;Sickert;134;1;6;16;6;17;21;10;64;3;12
68309;Sierentz;1219;73;3;102;68;220;99;92;467;27;114
68311;Sondernach;252;13;1;21;11;37;11;32;124;4;22
68312;Sondersdorf;105;5;0;9;7;20;12;17;65;7;13
68313;Soppe-le-Bas;274;12;0;21;19;38;36;27;168;15;24
68315;Soultz-Haut-Rhin;2694;179;41;333;119;365;216;143;949;69;223
68316;Soultzbach-les-Bains;274;21;2;34;25;51;26;27;109;13;35
68317;Soultzeren;461;30;2;56;33;66;29;35;178;15;46
68318;Soultzmatt;864;34;10;117;49;198;55;69;406;21;110
68320;Spechbach;504;22;6;57;39;107;53;43;294;13;60
68321;Staffelfelden;1372;88;22;127;44;122;78;76;761;35;112
68322;Steinbach;509;37;8;96;37;114;49;34;151;16;58
68323;Steinbrunn-le-Bas;313;12;1;31;11;64;23;36;160;7;40
68324;Steinbrunn-le-Haut;203;11;3;38;16;52;33;20;113;12;31
68325;Steinsoultz;263;7;0;17;9;36;34;33;160;4;26
68326;Sternenberg;48;6;6;2;3;11;7;3;29;3;9
68327;Stetten;109;9;2;18;5;36;16;11;48;2;8
68328;Storckensohn;70;3;1;14;2;19;8;9;46;3;9
68329;Stosswihr;560;9;4;60;22;88;21;39;263;13;47
68330;Strueth;110;11;2;6;5;16;22;6;74;2;11
68331;Sundhoffen;638;34;12;89;68;182;80;55;372;31;84
68332;Tagolsheim;313;14;4;29;17;80;30;32;148;14;48
68333;Tagsdorf;122;2;2;13;5;6;6;16;41;7;14
68334;Thann;2694;269;34;367;137;336;159;160;922;77;207
68335;Thannenkirch;195;3;1;27;15;45;10;9;73;10;23
68336;Traubach-le-Bas;186;5;1;7;9;18;22;24;108;4;28
68337;Traubach-le-Haut;233;7;4;24;8;26;16;23;130;6;27
68338;Turckheim;1451;54;17;209;100;336;179;111;514;42;150
68340;Ueberstrass;107;5;1;13;6;22;12;13;49;3;21
68341;Uffheim;387;5;4;38;24;72;58;41;182;19;46
68342;Uffholtz;596;30;10;100;37;111;62;32;261;25;72
68343;Ungersheim;842;37;19;73;33;103;50;74;472;31;67
68344;Urbès;177;10;0;16;3;22;15;8;111;5;22
68345;Urschenheim;266;11;9;34;10;42;33;19;178;20;28
68347;Vieux-Ferrette;232;12;3;17;16;47;26;27;86;6;36
68348;Vieux-Thann;1136;82;16;109;37;142;46;52;359;32;81
68349;Village-Neuf;1493;98;10;167;91;334;148;104;458;39;109
68350;Voegtlinshoffen;139;13;5;34;18;56;32;20;92;8;16
68351;Vogelgrun;173;18;2;15;14;43;14;13;89;7;23
68352;Volgelsheim;866;65;9;50;41;93;54;39;327;19;59
68353;Wahlbach;145;5;2;12;15;31;21;19;89;13;32
68354;Walbach;354;14;5;82;26;116;39;28;148;13;33
68355;Waldighofen;624;17;2;38;26;65;57;26;265;11;51
68356;Walheim;294;22;3;36;25;59;32;23;170;11;38
68357;Waltenheim;157;4;3;28;15;38;23;28;74;7;28
68358;Wasserbourg;146;10;2;31;21;27;11;8;79;6;28
68359;Wattwiller;612;28;16;89;61;111;77;49;272;22;83
68360;Weckolsheim;250;13;3;23;13;34;19;19;129;4;23
68361;Wegscheid;111;4;4;16;7;20;14;9;73;5;11
68362;Wentzwiller;223;4;3;12;9;36;28;26;116;6;28
68363;Werentzhouse;227;3;3;14;8;21;9;16;103;6;30
68364;Westhalten;291;5;2;49;21;94;47;31;172;16;47
68365;Wettolsheim;657;25;7;95;45;180;109;64;287;31;68
68366;Wickerschwihr;246;4;1;31;13;59;27;30;168;9;25
68367;Widensolen;401;11;3;48;17;72;29;36;229;17;39
68368;Wihr-au-Val;419;17;8;73;43;111;41;32;172;19;54
68370;Wildenstein;59;2;0;7;5;13;2;2;26;0;4
68371;Willer;114;2;0;11;5;33;12;10;57;3;21
68372;Willer-sur-Thur;726;45;13;65;21;77;29;38;329;16;50
68373;Winkel;106;3;0;2;5;23;11;14;66;5;23
68374;Wintzenheim;2865;197;25;360;176;470;246;202;919;99;263
68375;Wittelsheim;4865;378;71;340;107;399;184;222;1995;85;270
68376;Wittenheim;5974;701;67;455;131;448;251;268;2089;111;360
68377;Wittersdorf;319;9;3;29;12;56;20;20;112;8;34
68378;Wolfersdorf;145;4;1;9;3;20;15;18;75;5;8
68379;Wolfgantzen;337;14;2;29;18;69;53;30;280;16;27
68380;Wolschwiller;157;2;0;15;5;28;14;4;79;5;27
68381;Wuenheim;218;19;5;41;21;65;36;34;146;7;27
68382;Zaessingue;104;0;0;8;9;38;7;11;61;6;15
68383;Zellenberg;112;2;0;23;16;44;10;14;53;4;11
68384;Zillisheim;916;64;9;128;82;197;99;57;443;44;94
68385;Zimmerbach;272;16;5;64;30;88;65;32;133;5;42
68386;Zimmersheim;333;10;8;76;25;99;65;43;153;15;46
69001;Affoux;138;5;0;10;3;18;18;18;78;5;19
69002;Aigueperse;99;3;3;9;2;13;11;4;48;0;14
69003;Albigny-sur-Saône;841;75;15;176;121;167;126;78;281;16;63
69004;Alix;188;10;2;34;21;45;25;11;112;9;20
69005;Ambérieux;147;17;1;12;10;35;15;19;135;3;15
69006;Amplepuis;1659;136;28;171;88;251;140;110;723;42;143
69007;Ampuis;870;35;19;118;49;190;97;105;545;24;88
69008;Ancy;176;9;2;41;23;50;30;18;129;4;31
69009;Anse;2414;265;42;418;147;469;232;167;850;45;222
69010;L'Arbresle;1942;289;55;365;156;310;167;129;618;41;181
69012;Les Ardillats;210;14;2;38;9;39;23;24;85;1;22
69013;Arnas;1226;138;34;171;68;199;159;95;598;24;100
69014;Aveize;310;20;6;37;42;77;46;31;155;8;45
69016;Azolette;60;1;1;4;5;11;15;4;19;1;3
69017;Bagnols;232;16;3;31;23;67;25;24;121;6;29
69018;Beaujeu;592;23;13;58;35;125;51;51;244;10;60
69019;Belleville-en-Beaujolais;4689;419;77;378;155;583;242;248;1704;57;260
69020;Belmont-d'Azergues;176;15;2;54;30;49;13;20;112;11;22
69021;Bessenay;621;70;20;160;79;138;93;48;295;23;104
69022;Bibost;152;15;4;29;15;25;25;20;88;3;18
69023;Blacé;444;28;9;85;39;143;64;58;285;11;52
69024;Val d'Oingt;1307;113;40;335;140;335;189;102;559;31;155
69026;Le Breuil;165;8;7;17;14;23;28;20;80;5;20
69027;Brignais;4121;528;86;816;329;856;519;291;1282;80;338
69028;Brindas;1759;144;46;467;154;578;368;211;846;41;225
69029;Bron;11518;2660;184;1859;799;1628;1032;674;2479;200;802
69030;Brullioles;296;15;2;42;22;50;28;19;147;9;36
69031;Brussieu;354;36;5;83;38;63;55;24;209;10;55
69032;Bully;695;36;12;110;61;127;92;62;300;14;82
69033;Cailloux-sur-Fontaines;722;48;18;195;99;285;186;98;419;15;71
69034;Caluire-et-Cuire;12012;1860;229;3379;1432;3484;2188;1159;3344;247;1022
69035;Cenves;139;12;5;34;14;24;16;11;53;1;16
69036;Cercié;338;24;9;48;15;66;41;28;211;10;20
69037;Chambost-Allières;245;20;8;27;14;28;35;21;149;5;32
69038;Chambost-Longessaigne;251;42;9;49;33;28;39;34;124;3;34
69039;Chamelet;258;20;4;36;26;32;21;24;92;4;18
69040;Champagne-au-Mont-d'Or;1662;253;28;293;139;478;326;214;592;37;137
69042;La Chapelle-sur-Coise;165;12;2;29;24;33;25;11;95;7;30
69043;Chaponost;2422;199;46;727;283;950;544;301;956;79;265
69044;Charbonnières-les-Bains;1526;98;13;305;148;730;498;308;561;42;121
69045;Charentay;327;20;18;66;25;88;40;35;218;15;42
69046;Charly;1460;117;21;355;133;547;355;167;613;32;115
69047;Charnay;269;26;11;59;29;101;51;34;103;5;32
69049;Chasselay;885;53;17;245;102;261;194;122;388;12;108
69050;Châtillon;669;65;11;175;98;162;89;62;302;17;77
69051;Chaussan;287;27;7;73;80;79;58;29;169;7;46
69052;Chazay-d'Azergues;1324;131;23;332;124;413;274;126;629;27;122
69053;Chénas;195;9;3;26;10;37;26;22;89;10;17
69054;Chénelette;121;5;1;14;6;15;19;16;69;4;19
69055;Les Chères;430;34;8;67;26;106;68;67;241;8;53
69056;Chessy;547;53;6;116;50;130;74;55;279;17;74
69057;Chevinay;149;25;9;40;28;48;27;19;91;5;28
69058;Chiroubles;142;6;6;31;10;34;18;7;60;3;18
69059;Civrieux-d'Azergues;442;49;5;92;40;130;102;45;222;13;51
69060;Claveisolles;171;12;0;26;7;57;21;18;108;3;27
69061;Cogny;390;21;9;76;36;70;66;40;192;10;42
69062;Coise;260;15;6;35;37;47;48;28;126;6;33
69063;Collonges-au-Mont-d'Or;1353;97;21;300;137;483;289;215;483;29;122
69064;Condrieu;1226;108;41;264;116;227;101;109;486;34;113
69065;Corcelles-en-Beaujolais;334;18;4;25;15;45;27;40;168;4;18
69066;Cours;1436;71;39;119;27;187;151;120;810;15;96
69067;Courzieu;424;29;14;49;25;68;29;38;174;11;38
69068;Couzon-au-Mont-d'Or;757;105;30;188;114;198;98;52;237;22;90
69069;Craponne;3103;273;75;713;266;994;467;335;1238;67;335
69070;Cublize;396;27;12;41;32;55;40;31;247;9;41
69071;Curis-au-Mont-d'Or;300;43;11;97;76;121;81;39;105;10;46
69072;Dardilly;2672;247;36;539;195;974;655;411;913;54;216
69074;Denicé;422;33;9;65;41;132;86;39;261;9;64
69075;Dième;41;0;0;8;5;7;6;7;30;0;18
69076;Dommartin;721;41;11;174;71;321;211;187;405;25;93
69077;Dracé;382;24;12;22;16;39;25;24;250;7;39
69078;Duerne;231;21;5;42;17;65;21;16;125;3;42
69080;Echalas;509;35;16;86;42;122;60;65;365;10;67
69081;Ecully;4541;520;55;855;289;1528;1506;786;1390;79;310
69082;Emeringes;68;1;1;12;5;21;25;11;43;4;8
69083;Eveux;255;21;11;82;58;106;60;26;149;14;47
69084;Fleurie;415;7;9;67;19;86;49;51;205;5;37
69085;Fleurieu-sur-Saône;388;37;6;93;49;133;104;53;176;12;48
69086;Fleurieux-sur-l'Arbresle;551;74;15;216;87;263;127;67;392;30;120
69087;Fontaines-Saint-Martin;757;70;23;251;132;345;190;80;269;33;80
69088;Fontaines-sur-Saône;2352;282;38;372;160;502;237;183;703;58;163
69089;Francheville;3988;492;94;1024;467;1250;708;387;1303;92;350
69090;Frontenas;300;15;6;43;35;64;39;21;129;5;30
69091;Givors;7026;1502;172;325;144;336;151;180;1351;65;363
69092;Gleizé;2849;288;41;353;153;425;284;230;967;59;223
69093;Grandris;393;35;10;49;23;59;29;17;158;8;36
