CODGEO;LIBGEO;Abstention;LO;PCF;LFI;Génération.s;PS - Place Publique;EELV;Renaissance;UDI;LR;Debout la France;RN;Patriotes, Jaunes, Citoyens;UPR;Alliance Jaune;Divers
71097;La Chapelle-Thècle;189;2;5;16;11;9;11;31;4;31;8;50;1;14;1;11
71098;Charbonnat;75;1;1;6;3;1;14;14;1;13;8;34;1;4;0;3
71099;Charbonnières;135;1;4;11;2;7;19;48;3;15;11;33;2;2;0;9
71100;Chardonnay;42;0;3;6;1;3;11;20;5;15;5;29;0;1;0;3
71101;Charette-Varennes;164;0;3;4;0;6;10;23;3;22;3;52;2;1;1;4
71102;La Charmée;219;3;3;22;7;21;54;91;16;27;9;50;3;1;0;9
71103;Charmoy;101;0;0;4;3;0;8;28;2;21;4;31;0;1;0;1
71104;Charnay-lès-Chalon;50;0;0;5;3;2;8;20;1;13;2;25;0;2;1;1
71105;Charnay-lès-Mâcon;2635;14;44;104;77;183;471;737;64;382;98;501;9;24;3;111
71106;Charolles;925;7;17;41;35;64;91;256;23;147;59;160;3;5;6;39
71107;Charrecey;92;2;3;10;1;3;16;25;5;10;5;31;0;0;0;2
71108;Chasselas;56;0;1;1;1;7;12;18;2;7;5;16;0;0;0;3
71109;Chassey-le-Camp;141;0;2;9;6;5;29;30;1;6;4;48;0;0;1;12
71110;Chassigny-sous-Dun;238;6;1;4;6;6;23;76;8;25;21;66;0;3;0;11
71111;Chassy;117;1;5;7;3;5;5;19;5;12;6;46;2;3;2;6
71112;Château;84;0;2;6;6;14;27;27;1;6;3;24;0;2;0;7
71113;Châteauneuf;35;0;1;3;1;0;2;9;2;2;2;12;0;0;0;1
71115;Châtel-Moron;32;1;0;2;0;1;2;8;0;6;2;10;0;0;0;2
71116;Châtenay;76;0;1;2;3;0;7;9;2;12;0;12;0;1;0;3
71117;Châtenoy-en-Bresse;370;9;9;22;16;26;47;86;10;42;19;120;3;1;2;34
71118;Châtenoy-le-Royal;2442;22;39;154;71;146;237;445;42;190;98;551;17;20;15;127
71119;Chaudenay;350;7;10;29;9;16;42;82;13;32;25;138;1;2;2;23
71120;Chauffailles;1422;16;14;75;24;54;105;349;38;142;72;408;12;19;13;40
71121;La Chaux;112;1;3;3;4;1;7;11;2;16;3;46;2;0;0;4
71122;Cheilly-lès-Maranges;180;3;2;9;4;7;25;53;9;29;9;39;3;0;1;19
71123;Chenay-le-Châtel;139;1;3;9;6;8;14;33;2;22;14;52;3;1;0;5
71124;Chenôves;70;1;2;3;6;7;17;31;5;16;1;3;0;0;1;2
71125;Chérizet;14;0;0;0;0;0;1;5;0;7;3;1;0;0;0;1
71126;Chevagny-les-Chevrières;196;0;2;9;5;17;47;90;3;41;10;24;0;2;0;12
71127;Chevagny-sur-Guye;14;0;1;0;2;5;10;20;0;5;0;4;0;0;0;2
71128;Chiddes;26;0;1;2;0;6;8;17;3;2;0;9;0;4;0;3
71129;Chissey-en-Morvan;100;2;2;4;0;9;11;13;5;10;9;53;3;4;1;8
71130;Chissey-lès-Mâcon;98;0;5;16;4;3;20;29;4;13;0;17;0;1;1;10
71131;Ciel;313;4;2;14;5;7;11;48;5;32;8;93;2;3;0;3
71132;Ciry-le-Noble;793;9;24;70;17;39;55;137;18;52;30;304;6;9;11;29
71133;La Clayette;673;3;3;24;14;21;41;148;20;56;29;115;4;3;2;20
71134;NAVOUR SUR GROSNE;196;2;8;8;9;15;41;53;10;35;9;65;0;1;0;10
71135;Clessé;338;3;8;14;12;23;70;77;11;35;7;82;1;4;0;19
71136;Clessy;77;4;8;7;5;7;8;13;1;14;14;37;1;4;0;10
71137;Cluny;1426;6;48;102;63;105;299;412;41;162;50;242;13;12;7;31
71139;Collonge-en-Charollais;69;1;4;5;1;1;13;11;1;5;1;9;0;0;0;2
71140;Collonge-la-Madeleine;17;0;0;0;0;1;0;5;0;6;2;3;0;0;0;0
71141;Colombier-en-Brionnais;124;1;3;4;1;5;5;25;4;15;10;33;3;0;0;3
71142;La Comelle;48;1;3;2;1;4;10;28;0;24;6;29;0;1;1;2
71143;Condal;184;0;2;4;3;4;10;39;1;29;5;43;4;2;2;10
71144;Cordesse;60;0;4;1;2;5;5;17;1;13;1;31;0;1;0;7
71145;Cormatin;142;2;1;18;4;10;37;49;6;20;18;38;4;3;0;14
71146;Cortambert;78;0;3;3;6;1;26;31;3;22;8;13;1;1;0;4
71147;Cortevaix;89;1;4;8;5;9;9;28;4;10;5;25;5;0;1;4
71148;Coublanc;277;4;4;9;15;10;37;94;8;33;12;81;4;2;3;7
71149;Couches;539;9;6;23;12;30;54;119;7;38;16;80;5;2;6;22
71150;Crêches-sur-Saône;1176;6;9;46;32;46;124;282;32;108;38;280;19;8;11;43
71151;Créot;23;1;0;4;1;1;6;4;0;1;1;12;0;1;0;1
71152;Cressy-sur-Somme;62;0;1;3;5;7;3;26;6;14;7;18;1;0;0;2
71153;Le Creusot;7391;71;168;477;267;507;538;1288;129;489;185;1447;50;63;47;242
71154;Crissey;919;5;16;52;28;52;88;183;27;75;40;249;8;7;3;38
71155;Cronat;163;1;12;14;8;9;6;45;6;26;11;56;0;4;1;2
71156;Cruzille;84;1;2;4;2;8;22;12;1;12;6;24;1;1;1;4
71157;Cuiseaux;629;7;16;39;17;29;49;110;10;88;26;171;7;6;4;20
71158;Cuisery;578;10;13;33;18;18;45;121;21;69;20;129;5;11;6;20
71159;Culles-les-Roches;78;2;3;3;4;7;21;25;1;7;3;17;0;3;0;8
71160;Curbigny;124;2;3;5;4;4;5;42;6;17;10;36;2;1;1;6
71161;Curdin;115;2;0;11;3;8;5;40;4;8;7;46;2;2;0;3
71162;Curgy;375;7;8;24;13;41;48;123;20;43;24;148;4;2;3;21
71163;Curtil-sous-Buffières;27;2;1;4;0;4;4;6;3;6;2;4;0;2;0;2
71164;Curtil-sous-Burnand;56;2;2;8;1;2;11;10;0;9;4;11;0;0;0;6
71165;Cussy-en-Morvan;163;0;6;5;3;4;18;25;7;10;5;30;1;1;0;7
71166;Cuzy;35;0;0;0;0;2;1;6;5;13;2;11;1;0;0;5
71167;Damerey;218;1;6;26;11;14;16;23;3;14;10;55;1;1;3;8
71168;Dampierre-en-Bresse;39;1;4;5;4;7;4;15;1;6;3;19;2;0;1;3
71169;Davayé;245;0;2;5;10;17;44;79;8;33;14;64;0;0;1;6
71170;Demigny;705;7;5;25;15;45;66;128;14;46;15;169;5;3;2;19
71171;Dennevy;116;0;1;4;2;10;8;34;2;3;5;31;1;0;1;5
71172;Dettey;22;0;0;4;1;6;5;23;0;10;0;7;3;2;0;1
71173;Devrouze;102;0;2;14;0;3;7;15;3;29;1;31;2;0;0;4
71174;Dezize-lès-Maranges;43;0;0;8;0;2;18;16;4;18;6;19;0;2;0;5
71175;Diconne;117;1;1;6;3;5;8;13;2;16;4;36;0;1;0;7
71176;Digoin;2913;34;61;229;82;139;138;391;46;202;98;675;22;23;13;98
71177;Dommartin-lès-Cuiseaux;276;3;7;23;9;19;16;49;6;30;13;70;7;3;2;8
71178;Dompierre-les-Ormes;319;3;7;19;14;16;42;117;18;39;20;75;3;2;2;21
71179;Dompierre-sous-Sanvignes;14;1;0;0;0;0;1;22;1;11;1;9;0;0;0;0
71181;Donzy-le-Pertuis;42;0;1;6;4;5;7;17;2;7;3;16;0;7;0;3
71182;Dracy-le-Fort;473;1;10;15;5;36;63;185;21;109;18;109;2;3;0;35
71183;Dracy-lès-Couches;59;1;4;4;0;5;18;15;0;7;4;10;1;1;0;0
71184;Dracy-Saint-Loup;189;7;1;12;4;15;20;49;10;21;7;101;0;3;1;7
71185;Dyo;125;0;1;8;4;2;18;33;6;26;5;37;1;0;0;7
71186;Ecuelles;72;0;6;3;0;2;10;19;1;12;2;40;3;3;3;5
71187;Ecuisses;745;4;8;49;18;27;51;105;12;37;20;159;7;3;2;29
71188;Epertully;8;0;0;3;2;7;5;4;0;1;0;12;0;0;0;2
71189;Epervans;731;6;13;47;11;38;66;117;16;51;29;184;3;2;1;29
71190;Epinac;876;10;13;67;22;55;58;102;9;68;47;289;10;5;14;11
71191;Essertenne;151;5;6;13;1;14;25;48;5;14;6;56;4;2;1;5
71192;Etang-sur-Arroux;691;2;8;40;35;46;15;129;14;65;45;215;8;5;5;33
71193;Etrigny;128;0;4;9;8;14;41;49;1;26;6;38;1;5;0;16
71194;Farges-lès-Chalon;275;1;1;10;5;20;35;55;8;36;12;81;5;3;3;21
71195;Farges-lès-Mâcon;85;1;0;5;2;0;21;11;2;16;2;32;0;0;1;4
71196;Le Fay;245;2;4;24;2;12;22;22;3;34;9;83;2;4;1;7
71198;Flacey-en-Bresse;146;0;5;8;0;4;12;25;3;13;5;43;3;2;0;1
71199;Flagy;57;0;3;3;5;9;11;12;2;9;8;20;0;1;0;5
71200;Fleury-la-Montagne;208;3;4;18;4;14;45;72;8;31;14;54;1;4;2;14
71201;Fley;85;1;1;11;3;1;14;17;3;30;9;6;0;2;1;0
71202;Fontaines;744;3;14;43;20;36;113;193;21;88;23;152;3;8;3;33
71203;Fontenay;13;0;0;2;1;3;7;3;2;6;2;3;0;0;0;0
71204;Fragnes-La Loyère;624;6;13;19;20;40;69;112;8;71;20;138;5;6;2;22
71205;Frangy-en-Bresse;245;3;15;29;10;19;19;22;3;27;10;57;0;2;1;5
71206;La Frette;112;2;2;7;2;1;10;6;2;13;4;24;2;0;1;6
71207;Fretterans;76;0;0;11;3;0;3;18;3;27;8;60;2;0;0;6
71208;Frontenard;82;1;1;11;1;1;6;18;2;16;0;21;0;0;4;5
71209;Frontenaud;233;9;9;14;10;9;16;43;3;29;11;74;5;1;3;11
71210;Fuissé;168;0;3;4;2;5;9;44;6;24;5;33;0;0;0;10
71212;Génelard;495;3;11;35;14;24;43;105;18;63;25;150;8;7;2;24
71213;La Genête;250;2;3;16;7;5;22;33;5;12;6;80;4;1;3;10
71214;Genouilly;146;2;1;8;1;3;19;32;4;14;10;51;4;1;0;9
71215;Gergy;986;10;28;63;40;70;110;207;12;65;45;278;12;9;0;52
71216;Germagny;71;0;2;5;1;9;9;10;3;7;5;7;1;0;0;5
71217;Germolles-sur-Grosne;41;1;2;1;3;1;12;8;1;5;3;18;0;0;2;2
71218;Gibles;271;3;3;10;10;9;13;49;6;34;20;43;3;2;1;13
71219;Gigny-sur-Saône;203;2;1;13;4;10;29;32;1;18;7;63;2;0;0;14
71220;Gilly-sur-Loire;177;3;0;11;7;5;14;24;5;21;13;56;0;2;1;3
71221;Givry;1296;11;31;59;32;111;249;530;46;280;56;246;4;14;0;63
71222;Gourdon;374;6;2;24;17;17;44;100;12;53;17;82;4;3;2;20
71223;La Grande-Verrière;214;4;4;15;6;18;38;49;6;41;21;66;3;3;2;10
71224;Grandvaux;22;0;0;1;0;2;9;15;4;18;4;10;0;2;1;4
71225;Granges;205;4;4;6;6;19;19;25;6;19;6;56;2;0;0;14
71226;Grevilly;8;0;6;0;1;1;0;6;3;5;0;2;0;0;0;0
71227;Grury;191;0;9;14;7;12;5;44;1;21;17;46;1;1;1;7
71228;Guerfand;66;0;0;2;2;4;9;6;0;8;7;21;3;0;2;5
71229;Les Guerreaux;99;1;1;6;5;7;10;22;2;11;6;28;1;2;0;2
71230;Gueugnon;2798;39;103;233;106;189;161;478;52;185;97;688;22;25;22;122
71231;La Guiche;220;1;3;12;9;12;28;35;5;26;4;68;1;0;0;7
71232;Hautefond;76;0;2;7;1;2;3;17;1;19;8;24;0;1;1;6
71233;L'Hôpital-le-Mercier;123;0;1;8;1;6;4;21;3;18;4;37;5;0;1;3
71234;Huilly-sur-Seille;144;1;0;4;1;1;9;23;1;15;1;48;0;1;0;4
71235;Hurigny;583;0;23;35;25;49;129;271;19;65;26;150;3;5;1;32
71236;Igé;348;3;4;13;7;18;56;61;8;35;6;79;1;6;1;10
71237;Igornay;201;0;6;11;6;12;18;24;2;8;13;95;2;1;0;14
71238;Iguerande;386;4;7;18;2;19;41;92;12;33;20;86;1;8;1;15
71239;Issy-l'Evêque;272;1;5;9;10;16;8;64;11;38;18;52;2;3;0;10
71240;Jalogny;115;2;6;10;9;26;37;26;6;13;4;33;0;0;0;6
71241;Jambles;160;1;3;10;3;27;39;71;2;29;11;36;1;0;0;6
71242;Joncy;155;0;1;2;4;10;23;54;5;24;7;44;1;4;2;4
71243;Joudes;160;2;9;9;4;8;19;9;5;7;5;44;1;0;1;3
71244;Jouvençon;173;0;5;9;11;6;8;14;1;34;8;54;0;0;2;9
71245;Jugy;89;0;0;14;1;11;28;28;1;12;3;23;1;0;1;5
71246;Juif;104;0;4;10;3;1;10;10;0;15;5;22;0;2;1;2
71247;Jully-lès-Buxy;100;1;6;5;6;19;30;46;7;13;6;28;1;0;0;5
71248;Lacrost;294;2;1;20;11;24;26;59;11;26;10;53;0;3;3;7
71249;Laives;380;5;4;21;14;25;50;93;14;59;11;127;2;1;2;19
71250;Laizé;420;5;9;16;14;41;54;99;6;40;11;74;3;4;1;20
71251;Laizy;161;5;0;23;6;15;28;68;8;32;11;102;1;2;2;15
71252;Lalheue;122;7;1;17;10;20;10;31;4;8;8;28;1;4;0;12
71253;Lans;327;4;9;29;11;22;44;53;12;37;22;96;7;4;3;15
71254;Lays-sur-le-Doubs;39;0;0;2;1;2;2;19;2;17;1;23;1;2;0;3
71255;Lesme;69;1;0;8;5;11;5;15;0;9;0;18;0;0;0;3
71256;Lessard-en-Bresse;165;4;0;14;5;9;21;24;2;21;17;58;2;1;2;5
71257;Lessard-le-National;258;7;9;15;4;8;33;37;6;28;9;78;3;2;1;12
71258;Leynes;141;0;2;6;5;13;22;64;2;24;8;35;3;3;0;10
71259;Ligny-en-Brionnais;138;2;2;9;5;14;22;29;3;16;14;32;0;2;3;3
71261;Loisy;237;4;6;11;9;10;33;36;4;32;9;66;0;1;1;9
71262;Longepierre;56;1;1;5;2;4;7;13;0;9;3;27;1;0;1;4
71263;Louhans;2531;18;39;92;63;107;170;330;23;564;75;507;19;18;12;48
71264;Lournand;105;2;2;10;5;12;41;28;1;18;5;17;1;0;0;1
71266;Lucenay-l'Evêque;120;0;2;8;2;6;20;27;7;16;12;48;1;0;0;13
71267;Lugny;323;1;17;12;7;24;45;96;8;28;10;82;2;2;2;11
71268;Lugny-lès-Charolles;133;2;3;6;2;8;13;42;4;23;4;14;3;3;1;4
71269;Lux;632;8;12;44;20;43;65;124;17;65;12;156;5;2;5;18
71270;Mâcon;11402;53;211;520;280;612;1208;2010;189;853;231;1568;43;85;43;320
71271;Mailly;52;0;1;2;3;5;15;20;2;13;4;12;2;2;0;0
71272;Malay;90;3;10;11;1;12;13;20;2;1;5;21;0;0;3;3
71273;Maltat;113;1;1;11;6;6;11;30;2;15;4;33;0;0;0;4
71274;Mancey;172;3;3;9;9;15;24;35;4;12;7;23;1;0;1;9
71275;Marcigny;600;12;19;31;23;31;60;158;16;94;38;140;2;10;3;15
71276;Marcilly-la-Gueurce;40;0;2;1;0;3;3;17;1;14;0;11;0;0;0;2
71277;Marcilly-lès-Buxy;289;1;4;20;5;15;26;53;3;10;9;61;0;0;0;20
71278;Marigny;63;0;3;4;4;2;11;24;1;6;1;13;1;0;1;3
71279;Le Rousset - Marizy;213;2;5;14;9;9;17;65;2;38;21;61;0;4;1;6
71280;Marly-sous-Issy;28;3;1;2;0;3;0;3;2;15;6;15;1;0;0;0
71281;Marly-sur-Arroux;133;0;2;7;4;14;8;31;8;20;10;41;0;1;0;3
71282;Marmagne;347;13;12;46;14;20;35;126;15;60;23;138;7;7;3;27
71283;Marnay;195;0;2;8;4;10;19;45;3;23;6;67;6;0;0;6
71284;Martailly-lès-Brancion;63;1;2;1;3;3;7;18;1;15;2;16;0;2;0;1
71285;Martigny-le-Comte;164;1;2;3;5;5;18;40;8;37;7;37;1;1;0;9
71286;Mary;104;0;2;10;3;7;14;18;4;17;1;31;0;2;1;7
71287;Massilly;109;1;3;9;4;18;16;29;5;8;6;43;0;1;0;4
71289;Matour;431;9;2;34;14;19;46;109;19;36;32;81;4;4;1;17
71290;Mazille;140;0;0;7;3;7;19;55;2;16;6;25;1;1;0;6
71291;Melay;325;6;8;14;12;15;29;67;11;31;22;121;0;2;3;14
71292;Mellecey;530;5;6;21;14;37;76;168;20;66;15;103;3;4;3;24
71293;Ménetreuil;141;0;2;9;5;10;9;29;1;23;8;32;0;2;0;2
71294;Mercurey;451;6;9;13;6;20;57;128;10;107;13;136;5;2;3;29
71295;Mervans;493;7;3;41;9;33;25;63;9;90;19;158;4;5;1;16
71296;Messey-sur-Grosne;239;2;4;16;10;18;46;55;9;23;10;76;1;2;1;12
71297;Mesvres;275;4;12;14;3;19;33;74;7;25;14;95;2;2;0;12
71299;Milly-Lamartine;147;3;3;9;8;5;27;29;6;8;7;37;1;0;0;2
71300;Le Miroir;195;3;3;15;5;6;13;29;4;28;7;66;1;1;1;9
71301;Mont;49;4;4;6;1;10;0;12;2;6;3;25;0;4;0;3
71302;Montagny-lès-Buxy;93;1;1;7;2;9;12;22;6;16;8;10;1;2;1;3
71303;Montagny-près-Louhans;168;4;0;8;7;10;14;22;3;23;4;47;0;1;2;8
71305;Montbellet;324;2;4;11;11;7;36;73;9;44;15;78;1;7;1;12
71306;Montceau-les-Mines;6164;53;143;391;196;300;358;887;78;407;254;1505;51;60;25;181
71307;Montceaux-l'Etoile;81;1;7;7;4;6;16;25;4;16;7;31;1;5;0;6
71308;Montceaux-Ragny;16;0;0;2;0;4;7;1;3;0;1;2;0;0;0;2
71309;Montcenis;886;7;14;27;29;62;70;194;21;97;41;228;8;11;1;28
71310;Montchanin;1962;17;55;130;71;144;138;318;24;110;52;470;19;19;10;73
71311;Montcony;86;0;0;8;0;1;9;12;0;27;5;25;2;4;1;2
71312;Montcoy;92;0;3;9;10;1;7;20;0;7;6;28;5;4;0;4
71313;Monthelon;109;2;4;14;7;9;11;27;1;30;15;42;1;0;2;13
71314;Montjay;56;0;2;6;1;2;11;14;4;6;0;17;1;1;1;3
71315;Mont-lès-Seurre;67;0;0;2;1;0;5;4;2;1;4;29;0;0;2;1
71316;Montmelard;98;1;5;11;3;9;13;31;8;24;8;26;0;0;0;5
71317;Montmort;75;0;0;0;2;6;2;11;5;11;4;28;1;0;0;5
71318;Montpont-en-Bresse;468;3;5;23;15;11;21;58;7;72;12;92;3;6;1;11
71319;Montret;280;1;1;16;15;14;24;27;8;34;13;88;2;2;6;13
71320;Mont-Saint-Vincent;105;1;5;7;2;7;34;28;2;22;5;22;0;1;0;7
71321;Morey;70;1;1;10;3;3;11;20;1;6;4;15;0;0;0;4
71322;Morlet;20;0;2;4;2;2;2;5;0;6;1;9;0;0;1;0
71323;Mornay;42;0;0;4;4;6;7;14;4;10;0;19;0;4;0;1
71324;Moroges;227;2;4;10;12;17;40;59;12;31;10;59;4;2;3;14
71325;La Motte-Saint-Jean;372;3;17;50;30;24;19;75;8;27;25;125;2;2;3;13
71326;Mouthier-en-Bresse;138;5;6;5;3;5;13;29;6;19;7;51;4;4;1;8
71327;Mussy-sous-Dun;133;1;4;10;1;8;19;43;9;11;8;30;2;2;1;1
71328;Nanton;154;5;10;27;8;17;43;45;3;16;7;59;7;1;3;7
71329;Navilly;165;0;5;1;0;3;18;19;1;10;7;71;2;4;2;3
71330;Neuvy-Grandchamp;250;4;5;18;10;15;15;63;4;40;14;84;1;7;0;13
71331;Nochize;30;0;0;2;0;1;5;13;0;18;1;15;0;0;0;0
71332;Ormes;159;3;1;7;3;6;15;34;3;44;10;70;1;1;0;7
71333;Oslon;549;7;11;35;15;28;56;88;10;51;14;117;0;7;3;12
71334;Oudry;107;0;9;17;8;15;4;34;4;25;15;45;1;0;1;4
71335;Ouroux-sous-le-Bois-Sainte-Marie;26;1;0;4;1;0;0;4;1;9;2;8;0;1;0;1
71336;Ouroux-sur-Saône;1216;12;12;61;34;45;97;209;25;100;67;346;13;12;9;48
71337;Oyé;87;1;2;11;1;7;15;30;7;23;11;18;3;0;2;2
71338;Ozenay;72;0;3;6;6;8;21;24;1;13;4;26;2;1;1;2
71339;Ozolles;148;0;4;8;4;8;5;44;4;23;13;57;0;1;1;13
71340;Palinges;564;5;18;34;17;21;21;94;11;52;20;137;5;5;6;20
71341;Palleau;68;0;0;2;1;5;10;15;1;12;2;31;1;0;0;6
71342;Paray-le-Monial;2995;15;64;158;71;171;258;742;90;575;142;663;42;36;16;131
71343;Paris-l'Hôpital;84;1;0;8;6;1;22;21;4;13;8;20;2;3;0;9
71344;Passy;19;2;0;2;1;1;1;7;1;3;2;7;1;0;0;1
71345;Péronne;233;1;9;9;16;17;32;55;3;31;7;54;1;0;1;10
71346;Perrecy-les-Forges;528;3;26;58;18;36;41;121;15;41;30;183;10;1;0;15
71347;Perreuil;171;2;5;25;3;17;20;20;4;7;9;73;6;2;0;8
71348;Perrigny-sur-Loire;58;0;0;4;3;2;4;6;5;5;6;12;0;2;0;1
71349;La Petite-Verrière;15;0;1;0;2;0;0;7;1;7;1;10;0;2;0;0
71350;Pierreclos;331;3;7;14;8;22;49;84;10;37;10;78;1;1;1;8
71351;Pierre-de-Bresse;690;4;5;49;13;22;37;159;10;112;35;193;9;4;4;32
71352;Le Planois;25;0;0;1;2;0;6;3;0;7;0;16;0;2;0;5
71353;Plottes;193;1;4;18;12;15;20;36;5;25;9;37;1;2;0;2
71354;Poisson;170;1;9;10;12;16;27;63;12;24;15;61;2;2;1;10
71355;Pontoux;87;1;4;11;4;4;12;14;2;9;1;52;0;2;4;0
71356;Pouilloux;339;7;8;26;18;19;40;72;5;27;18;120;8;3;8;19
71357;Pourlans;51;0;0;5;3;2;1;18;0;11;4;48;3;0;1;0
71358;Pressy-sous-Dondin;25;0;1;1;0;2;10;10;4;9;2;10;0;0;0;2
71359;Préty;181;1;5;17;9;20;46;61;16;20;7;64;0;3;0;4
71360;Prissé;661;7;8;38;17;31;74;171;17;65;19;123;7;14;2;23
71361;Prizy;17;1;0;0;1;0;5;12;2;1;1;10;0;0;0;2
71362;Pruzilly;107;0;7;8;7;3;15;19;4;19;4;35;0;3;0;3
71363;Le Puley;40;1;0;4;3;3;7;15;0;3;0;7;0;0;0;2
71364;La Racineuse;62;0;1;2;0;0;4;7;0;14;6;26;4;0;0;1
71365;Rancy;208;0;3;10;4;4;7;26;2;31;7;63;0;1;0;10
71366;Ratenelle;186;1;1;2;8;7;10;22;3;21;3;35;2;0;1;9
71367;Ratte;142;2;4;11;3;12;11;19;2;23;9;46;1;2;2;5
71368;Reclesne;108;1;0;6;2;6;6;29;10;26;12;56;1;0;1;6
71369;Remigny;153;1;3;13;2;13;11;48;4;14;6;51;2;2;0;8
71370;Rigny-sur-Arroux;208;0;11;26;4;13;11;49;11;31;9;74;2;4;0;14
71371;La Roche-Vineuse;561;3;16;39;17;42;86;190;25;76;28;117;2;8;0;21
71372;Romanèche-Thorins;641;1;13;27;9;20;81;137;23;75;48;168;4;8;3;29
71373;Romenay;741;3;11;19;21;26;35;92;6;74;23;172;2;1;4;26
71374;Rosey;64;1;6;8;2;8;19;19;1;10;2;15;0;2;1;3
71376;Roussillon-en-Morvan;118;2;5;26;5;9;6;19;4;8;6;38;0;1;1;7
71377;Royer;62;1;4;1;8;1;16;12;2;9;1;8;0;1;0;0
71378;Rully;659;5;11;38;16;45;101;176;21;52;27;135;3;11;3;31
71379;Sagy;520;3;9;22;19;10;32;60;6;74;19;122;9;6;2;13
71380;Saillenard;238;2;5;10;19;19;34;59;5;51;9;89;3;2;1;5
71381;Sailly;23;1;1;3;0;5;5;13;0;3;3;10;1;0;0;0
71382;Saint-Agnan;264;6;13;16;8;5;18;45;1;15;14;90;1;1;4;12
71383;Saint-Albain;164;3;3;6;7;12;20;41;7;10;6;53;3;0;1;5
71384;Saint-Ambreuil;141;0;3;11;7;11;28;34;5;21;12;46;1;2;0;5
71385;Saint-Amour-Bellevue;199;2;0;3;5;10;41;63;10;43;14;39;1;0;0;10
71386;Saint-André-en-Bresse;30;0;0;4;1;5;1;2;0;11;0;9;0;0;0;2
71387;Saint-André-le-Désert;79;0;4;7;6;6;14;35;4;15;7;27;0;3;1;3
71388;Saint-Aubin-en-Charollais;170;2;1;12;4;11;23;27;4;23;10;50;5;2;2;7
71389;Saint-Aubin-sur-Loire;110;0;3;8;2;3;9;29;1;7;3;45;1;1;1;4
71390;Saint-Berain-sous-Sanvignes;350;2;7;17;13;20;41;109;8;47;28;134;6;3;1;20
71391;Saint-Bérain-sur-Dheune;152;2;4;14;15;10;17;29;7;9;17;67;1;5;5;17
71392;Saint-Boil;192;3;2;12;4;18;31;44;3;17;5;49;0;4;0;8
71393;Saint-Bonnet-de-Cray;177;1;5;27;5;11;32;53;9;29;13;35;0;3;0;4
71394;Saint-Bonnet-de-Joux;335;4;2;15;10;7;34;83;9;59;22;86;0;4;3;8
71395;Saint-Bonnet-de-Vieille-Vigne;65;1;0;2;5;3;4;23;2;10;6;12;0;0;0;7
71396;Saint-Bonnet-en-Bresse;200;1;4;16;0;6;7;27;0;17;7;63;4;1;3;7
71397;Sainte-Cécile;102;0;0;1;2;11;12;21;3;10;3;30;0;0;0;1
71398;Saint-Christophe-en-Bresse;407;4;15;28;9;21;31;60;5;46;18;129;10;5;1;14
71399;Saint-Christophe-en-Brionnais;182;2;5;10;6;10;26;65;12;27;10;41;3;10;3;2
71400;Saint-Clément-sur-Guye;53;4;0;5;8;2;11;13;2;9;2;16;0;0;0;3
71401;Sainte-Croix;206;3;10;20;2;2;21;26;5;62;16;86;2;2;0;15
71402;Saint-Cyr;207;8;11;7;11;14;38;45;7;44;15;113;2;2;1;14
71403;Saint-Denis-de-Vaux;101;1;0;7;8;6;21;37;0;12;13;32;1;0;1;0
71404;Saint-Désert;376;1;15;22;8;11;34;97;8;33;20;85;1;4;3;28
71405;Saint-Didier-en-Bresse;73;2;0;3;1;6;3;14;0;16;3;21;1;1;1;2
71406;Saint-Didier-en-Brionnais;41;1;0;0;3;3;8;23;5;10;3;10;0;1;0;4
71407;Saint-Didier-sur-Arroux;62;1;6;3;2;3;11;42;5;17;6;30;0;1;0;3
71408;Saint-Edmond;136;4;2;12;4;13;16;33;8;15;5;37;2;3;2;3
71409;Saint-Emiland;114;0;0;10;2;14;6;18;4;17;6;35;0;1;0;4
71410;Saint-Etienne-en-Bresse;221;2;6;30;11;12;23;45;7;39;16;112;5;8;2;11
71411;Saint-Eugène;54;0;1;4;7;4;18;19;2;9;5;10;0;0;0;8
71412;Saint-Eusèbe;454;2;13;40;17;19;41;114;9;42;29;121;8;3;4;12
71413;Saint-Firmin;263;8;8;29;11;20;46;84;8;39;13;79;4;1;0;14
71414;Saint-Forgeot;183;5;5;12;7;7;13;41;3;17;2;54;2;0;2;4
71415;Sainte-Foy;49;0;1;3;1;3;10;14;6;9;2;13;1;1;0;5
71416;Saint-Gengoux-de-Scissé;225;2;4;16;7;18;27;46;7;21;8;73;1;2;2;7
71417;Saint-Gengoux-le-National;352;2;9;19;14;31;34;93;6;38;18;79;4;4;2;16
71419;Saint-Germain-du-Bois;744;5;8;30;11;50;46;116;13;118;24;171;7;6;2;23
71420;Saint-Germain-du-Plain;923;10;22;44;29;48;71;132;19;107;32;208;5;5;7;30
71421;Saint-Germain-en-Brionnais;54;2;0;5;1;4;8;27;7;10;8;20;0;0;0;2
71422;Saint-Germain-lès-Buxy;87;1;2;9;2;2;17;29;3;17;7;31;1;4;0;5
71423;Saint-Gervais-en-Vallière;185;3;0;4;2;2;11;33;3;16;8;43;3;4;1;8
71424;Saint-Gervais-sur-Couches;73;1;2;4;6;1;10;14;1;25;6;25;1;1;2;11
71425;Saint-Gilles;106;2;5;6;7;5;14;20;3;7;7;28;2;0;1;8
71426;Sainte-Hélène;143;0;6;8;3;2;24;46;4;6;6;50;1;2;2;11
