CODGEO;LIBGEO;Abstention;LO;PCF;LFI;Génération.s;PS - Place Publique;EELV;Renaissance;UDI;LR;Debout la France;RN;Patriotes, Jaunes, Citoyens;UPR;Alliance Jaune;Divers
71427;Saint-Huruge;9;0;2;3;2;2;3;10;0;5;2;3;0;0;1;2
71428;Saint-Igny-de-Roche;241;2;4;23;5;11;29;62;10;23;11;70;4;3;1;10
71430;Saint-Jean-de-Vaux;153;0;6;8;2;16;28;29;3;18;6;23;2;2;0;5
71431;Saint-Jean-de-Trézy;107;0;1;13;3;7;12;17;4;6;7;60;1;3;1;3
71433;Saint-Julien-de-Civry;180;5;4;5;6;11;31;60;8;35;23;60;1;0;1;12
71434;Saint-Julien-de-Jonzy;99;0;3;10;8;8;31;27;1;18;11;17;6;4;2;11
71435;Saint-Julien-sur-Dheune;109;1;0;9;2;1;5;16;2;11;8;37;0;0;1;7
71436;Saint-Laurent-d'Andenay;376;4;9;35;21;29;39;57;8;17;17;115;9;5;3;12
71437;Saint-Laurent-en-Brionnais;171;0;0;3;4;6;17;30;8;20;5;31;0;3;1;2
71438;Saint-Léger-du-Bois;191;0;2;8;3;11;19;40;7;19;11;93;2;7;4;9
71439;Saint-Léger-lès-Paray;263;4;3;6;5;15;22;73;15;29;20;67;3;8;0;12
71440;Saint-Léger-sous-Beuvray;131;0;5;11;7;16;18;40;2;14;7;48;0;2;0;5
71441;Saint-Léger-sous-la-Bussière;108;0;0;4;0;5;15;29;0;19;3;31;0;0;0;0
71442;Saint-Léger-sur-Dheune;604;3;14;45;15;28;50;107;19;41;17;171;6;4;6;18
71443;Saint-Loup-Géanges;570;7;11;40;16;39;86;152;19;70;14;145;7;7;3;37
71444;Saint-Loup-de-Varennes;342;4;12;27;11;17;55;64;11;45;15;127;9;3;5;18
71445;Saint-Marcel;2372;23;52;142;80;163;209;378;47;222;67;532;23;9;13;103
71446;Saint-Marcelin-de-Cray;61;0;9;6;3;9;23;21;1;7;3;20;0;0;0;3
71447;Saint-Mard-de-Vaux;95;0;1;6;3;7;22;32;4;9;10;38;0;2;1;3
71448;Saint-Martin-Belle-Roche;483;5;6;28;17;19;44;128;14;49;24;113;1;10;5;19
71449;Saint-Martin-d'Auxy;31;0;0;1;0;3;11;9;2;2;3;12;0;2;0;7
71450;Saint-Martin-de-Commune;52;0;0;4;0;0;4;10;1;18;0;14;1;0;0;1
71451;Saint-Martin-de-Lixy;38;1;0;6;2;3;6;6;2;8;2;6;1;0;0;2
71452;Saint-Martin-de-Salencey;41;0;1;8;2;2;6;13;1;8;2;5;0;0;0;0
71453;Saint-Martin-du-Lac;113;1;2;9;2;6;13;28;6;13;13;24;0;2;1;1
71454;Saint-Martin-du-Mont;51;1;3;3;1;2;15;14;3;11;0;13;0;0;2;4
71455;Saint-Martin-du-Tartre;63;2;4;3;2;6;11;21;2;6;2;11;1;0;0;3
71456;Saint-Martin-en-Bresse;767;11;18;43;33;32;68;90;14;100;37;197;12;7;10;45
71457;Saint-Martin-en-Gâtinois;42;1;0;0;1;2;3;10;1;10;1;15;1;0;0;1
71458;Saint-Martin-la-Patrouille;31;0;1;0;0;0;2;4;1;2;0;10;2;4;0;0
71459;Saint-Martin-sous-Montaigu;111;2;4;7;4;18;28;39;4;24;7;39;0;5;0;16
71460;Saint-Maurice-de-Satonnay;152;2;6;14;3;9;32;43;9;15;8;39;1;0;1;10
71461;Saint-Maurice-des-Champs;21;1;2;2;1;3;1;7;1;2;1;5;1;0;0;0
71462;Saint-Maurice-en-Rivière;213;3;0;9;5;3;15;22;10;22;10;65;2;2;0;9
71463;Saint-Maurice-lès-Châteauneuf;180;3;0;12;5;18;27;55;4;16;12;46;0;9;0;7
71464;Saint-Maurice-lès-Couches;54;0;1;2;0;2;13;17;2;13;6;24;3;0;0;5
71465;Saint-Micaud;104;1;2;9;1;2;13;11;3;28;1;32;0;0;0;3
71466;Saint-Nizier-sur-Arroux;27;1;1;0;1;5;4;14;3;6;5;27;0;0;0;1
71468;Saint-Pierre-de-Varennes;283;5;10;33;12;22;39;88;5;26;20;88;4;2;4;12
71469;Saint-Pierre-le-Vieux;127;4;4;9;6;8;16;36;3;16;8;30;0;2;0;1
71470;Saint-Point;115;3;4;9;9;15;29;44;8;12;6;17;1;1;0;4
71471;Saint-Privé;44;0;2;1;2;1;6;5;1;2;0;12;2;0;0;4
71472;Saint-Prix;64;1;1;3;7;3;6;32;2;17;3;31;0;0;3;3
71473;Saint-Racho;60;0;1;1;0;6;12;17;2;7;11;12;0;1;0;2
71474;Sainte-Radegonde;68;0;3;3;1;0;4;10;0;15;1;25;1;2;1;2
71475;Saint-Rémy;2363;19;86;140;72;196;243;541;55;256;84;496;15;13;9;131
71477;Saint-Romain-sous-Gourdon;194;0;4;21;6;17;11;52;3;16;9;61;2;0;1;3
71478;Saint-Romain-sous-Versigny;32;0;0;0;2;0;0;5;1;16;6;6;1;0;0;0
71479;Saint-Sernin-du-Bois;738;6;23;46;29;63;75;129;18;40;32;185;8;2;6;30
71480;Saint-Sernin-du-Plain;221;2;9;12;10;15;39;54;5;29;19;50;3;1;3;13
71481;Saint-Symphorien-d'Ancelles;434;2;9;20;5;18;43;59;6;45;22;122;1;2;3;21
71482;Saint-Symphorien-de-Marmagne;323;2;7;16;12;13;25;59;6;27;21;98;4;3;1;11
71483;Saint-Symphorien-des-Bois;173;1;3;17;1;3;10;47;5;27;14;45;1;0;2;6
71484;Saint-Usuge;470;3;6;35;7;22;32;68;9;66;23;121;2;0;2;19
71485;Saint-Vallerin;103;0;3;8;4;7;12;33;5;11;6;22;0;4;0;5
71486;Saint-Vallier;3615;38;118;257;103;165;255;606;64;227;144;886;26;26;28;141
71487;Saint-Vérand;54;1;2;2;1;3;12;20;2;11;3;20;1;0;1;3
71488;Saint-Vincent-des-Prés;32;0;5;0;1;3;16;15;3;9;3;6;2;1;0;1
71489;Saint-Vincent-en-Bresse;214;2;3;8;5;5;10;19;3;33;11;58;2;4;2;5
71490;Saint-Vincent-Bragny;399;3;5;16;12;18;35;103;13;56;15;78;1;5;2;5
71491;Saint-Yan;530;5;5;30;6;22;23;119;15;48;16;110;2;7;0;8
71492;Saint-Ythaire;34;2;3;5;4;7;15;13;1;8;4;11;3;2;1;3
71493;Saisy;121;1;2;6;7;3;18;16;7;11;9;58;1;1;1;4
71494;La Salle;188;5;6;5;2;11;23;36;7;21;4;56;1;1;3;3
71495;Salornay-sur-Guye;274;3;5;12;15;29;34;60;1;26;11;77;4;2;2;8
71496;Sampigny-lès-Maranges;69;0;1;5;0;1;10;18;1;11;2;10;0;0;1;3
71497;Sancé;752;3;12;31;16;42;115;240;33;110;36;193;3;6;2;30
71498;Santilly;36;0;0;5;1;5;9;20;1;8;4;14;1;3;0;1
71499;Sanvignes-les-Mines;1759;27;31;106;22;88;102;292;33;93;62;433;15;15;24;63
71500;Sarry;41;0;0;4;0;0;5;17;3;19;2;18;0;0;0;2
71501;Sassangy;73;0;6;3;2;0;16;8;0;7;0;15;1;0;2;3
71502;Sassenay;542;6;13;25;26;64;72;101;12;55;15;193;8;0;6;31
71503;Saules;40;0;0;9;1;3;4;15;2;5;1;15;0;0;1;4
71504;Saunières;24;0;1;4;0;0;0;9;2;6;2;19;0;0;0;1
71505;Savianges;17;1;2;0;0;5;5;16;1;21;0;7;4;1;0;4
71506;Savigny-en-Revermont;421;1;8;16;7;17;25;64;6;74;9;140;2;5;2;24
71507;Savigny-sur-Grosne;66;0;0;4;2;7;14;16;2;13;2;15;0;1;1;1
71508;Savigny-sur-Seille;137;4;11;22;2;8;6;20;2;12;2;48;2;2;4;11
71509;La Celle-en-Morvan;180;2;3;9;3;9;15;32;2;16;5;59;4;3;5;10
71510;Semur-en-Brionnais;157;2;8;20;10;14;17;60;9;52;21;37;0;3;3;7
71512;Sennecey-le-Grand;1004;11;21;61;24;39;92;181;21;112;46;316;16;11;0;36
71513;Senozan;451;5;5;17;6;27;46;92;13;46;34;121;3;2;1;11
71514;Sens-sur-Seille;137;0;7;12;4;9;14;25;5;19;3;51;0;0;0;4
71515;Sercy;38;2;0;0;0;2;3;13;4;8;4;12;0;3;0;3
71516;Serley;181;2;5;9;8;10;16;15;3;48;8;85;0;0;1;5
71517;Sermesse;92;2;0;5;4;5;5;14;1;16;5;20;0;1;0;4
71518;Serrières;136;0;2;9;3;6;16;26;0;14;11;20;1;0;2;5
71519;Serrigny-en-Bresse;65;2;0;5;1;3;4;10;1;5;3;17;1;0;0;2
71520;Sevrey;334;5;8;31;16;25;38;75;3;26;15;94;6;4;1;10
71521;Sigy-le-Châtel;30;0;0;4;1;2;10;13;0;3;0;16;0;0;0;6
71522;Simandre;558;4;6;36;11;31;45;76;4;95;21;181;12;8;3;24
71523;Simard;382;8;13;30;9;18;22;42;3;69;14;141;7;6;2;11
71524;Sivignon;64;1;6;9;2;5;11;29;3;8;2;13;0;0;0;2
71525;Sologny;176;2;10;14;6;16;47;53;7;26;9;29;1;1;5;7
71526;Solutré-Pouilly;152;1;1;5;5;8;23;64;3;24;5;30;0;0;0;5
71527;Sommant;70;0;2;2;1;6;7;16;1;0;11;30;0;2;0;9
71528;Sornay;814;7;7;42;24;34;55;86;4;264;19;154;12;3;4;21
71529;Suin;99;2;7;11;1;7;22;37;5;16;3;29;3;3;0;4
71530;Sully;206;1;2;14;10;6;20;39;5;22;15;80;6;5;3;8
71531;La Tagnière;89;0;1;4;1;7;12;23;5;14;4;23;1;1;0;4
71532;Taizé;26;0;0;3;3;13;15;33;1;1;1;4;0;0;0;2
71533;Tancon;235;1;2;12;7;10;24;56;13;27;10;45;0;1;2;7
71534;Le Tartre;36;0;3;2;1;6;3;5;0;6;5;20;1;2;0;0
71535;Tavernay;151;6;4;15;6;16;17;59;2;34;13;79;1;2;1;6
71537;Thil-sur-Arroux;48;0;0;4;8;0;3;11;4;9;2;20;1;0;0;2
71538;Thurey;160;3;2;11;5;5;8;14;4;25;9;37;1;4;3;4
71539;Tintry;27;0;0;2;2;2;4;10;1;4;1;18;0;0;0;4
71540;Torcy;1453;7;17;70;31;69;57;170;14;63;29;240;9;10;4;35
71541;Torpes;126;0;2;12;6;5;6;15;2;16;5;49;3;1;0;7
71542;Toulon-sur-Arroux;546;1;14;31;22;32;46;122;15;46;23;144;6;5;5;22
71543;Tournus;2253;6;31;103;65;115;231;424;51;212;82;421;22;21;3;84
71544;Toutenant;73;0;1;5;2;5;6;11;1;18;2;21;0;0;0;5
71545;Tramayes;315;1;6;9;17;20;41;88;10;29;19;99;6;7;0;10
71546;Trambly;149;2;7;11;5;8;22;20;8;24;5;34;0;1;1;9
71547;Trivy;79;1;1;9;4;7;11;24;2;21;6;24;0;0;1;4
71548;Tronchy;108;2;1;5;6;2;8;7;0;14;6;30;0;1;0;4
71549;La Truchère;69;0;0;3;1;4;9;22;0;6;8;42;0;4;0;3
71550;Uchizy;239;1;3;19;11;29;48;76;12;27;9;80;4;4;1;10
71551;Uchon;25;1;3;4;2;6;12;8;1;6;2;8;0;1;2;1
71552;Uxeau;193;1;11;17;13;13;13;50;2;11;9;36;1;7;3;7
71553;Vareilles;109;1;1;9;1;7;12;32;4;11;8;18;1;0;0;0
71554;Varenne-l'Arconce;37;0;0;3;1;0;4;14;3;14;7;18;0;0;0;2
71555;Varennes-le-Grand;638;5;22;49;22;41;86;126;21;68;28;223;8;5;3;32
71556;Varennes-lès-Mâcon;216;0;1;10;5;9;20;44;4;13;9;46;2;2;0;3
71557;Varenne-Saint-Germain;265;1;4;15;8;9;7;41;7;32;19;83;4;1;3;7
71558;Varennes-Saint-Sauveur;401;1;3;22;8;24;19;70;14;94;28;113;4;7;2;12
71559;Varennes-sous-Dun;214;3;2;7;4;7;17;76;5;40;19;48;0;2;2;9
71561;Vauban;100;0;2;3;2;4;13;25;7;10;9;24;0;1;2;4
71562;Vaudebarrier;82;1;1;5;4;3;9;29;5;20;8;22;1;0;0;3
71563;Vaux-en-Pré;31;0;5;2;2;5;7;3;1;5;2;6;0;0;0;4
71564;Vendenesse-lès-Charolles;284;3;5;14;7;13;18;65;7;57;16;67;4;2;0;10
71565;Vendenesse-sur-Arroux;220;2;6;19;10;22;16;54;6;23;7;60;1;9;3;7
71566;Verdun-sur-le-Doubs;367;0;7;8;7;17;23;51;4;46;5;134;5;3;1;21
71567;Vergisson;92;0;0;1;5;4;14;37;7;15;5;13;1;2;0;5
71568;Vérissey;13;0;0;0;0;0;1;3;2;10;1;4;0;0;1;0
71570;Verjux;186;1;9;27;3;16;17;28;3;27;9;65;0;3;2;6
71571;Verosvres;138;2;3;10;4;10;20;45;9;35;18;44;3;0;2;10
71572;Vers;83;0;0;7;4;5;15;8;4;9;4;15;1;0;0;4
71573;Versaugues;83;0;0;8;0;2;8;18;4;11;2;25;5;0;0;1
71574;Verzé;315;0;5;14;18;20;47;65;4;22;10;69;1;0;1;10
71576;Le Villars;87;0;2;4;2;6;14;30;3;30;5;25;2;2;1;5
71577;Villegaudin;59;1;0;3;0;3;5;18;1;16;3;36;1;1;1;2
71578;Clux-Villeneuve;120;2;3;10;3;9;13;16;4;17;8;46;3;0;0;4
71579;Villeneuve-en-Montagne;68;0;1;5;0;8;7;11;0;7;8;9;1;1;0;3
71580;Vincelles;179;1;5;9;5;7;20;13;0;39;6;33;1;0;2;4
71581;Vindecy;73;1;0;6;0;3;3;32;4;29;3;24;1;0;1;2
71582;La Vineuse sur Fregande;177;0;16;16;14;19;54;77;5;23;3;43;0;2;1;12
71583;Vinzelles;290;0;0;11;7;21;60;105;4;45;8;68;4;4;1;14
71584;Viré;477;0;8;23;10;20;54;73;8;43;25;90;5;5;1;19
71585;Virey-le-Grand;491;4;14;35;10;22;69;101;9;66;42;177;12;4;2;25
71586;Viry;80;1;0;6;1;8;9;46;3;26;5;11;1;0;0;1
71588;Vitry-en-Charollais;410;4;13;23;17;36;38;110;8;30;22;128;6;4;2;12
71589;Vitry-sur-Loire;141;1;14;18;6;10;4;31;6;17;5;41;0;0;0;6
71590;Volesvres;249;1;5;12;4;6;12;56;12;39;19;54;1;3;3;9
71591;Fleurville;144;2;10;11;6;8;14;34;1;25;10;53;2;0;1;3
72001;Aigné;591;1;11;45;21;55;115;128;25;54;22;136;1;3;4;31
72002;Aillières-Beauvoir;74;0;0;8;5;8;5;30;1;14;9;33;2;1;0;4
72003;Allonnes;3654;31;335;195;98;161;286;345;48;132;104;864;11;41;13;132
72004;Amné-en-Champagne;162;1;6;14;9;12;22;33;7;21;11;53;1;0;2;11
72005;Ancinnes;315;3;5;20;10;25;47;74;10;23;21;87;2;7;1;11
72006;Arçonnay;568;7;22;27;24;50;84;188;18;77;35;159;7;5;3;34
72007;Ardenay-sur-Mérize;156;3;9;16;5;15;13;23;1;13;8;68;0;3;4;12
72008;Arnage;2078;27;103;169;71;216;262;345;46;151;73;510;8;22;15;91
72009;Arthezé;98;7;8;4;5;7;18;13;4;9;13;33;0;3;1;4
72010;Asnières-sur-Vègre;135;1;5;13;6;19;23;31;2;17;13;40;0;0;0;4
72011;Assé-le-Boisne;359;1;5;15;12;13;43;51;10;34;7;108;1;4;2;16
72012;Assé-le-Riboul;176;0;5;14;3;9;17;33;4;13;10;48;1;0;1;7
72013;Aubigné-Racan;772;6;15;61;10;26;48;85;25;74;42;388;2;5;6;32
72015;Les Aulneaux;37;0;4;4;0;0;2;4;0;2;8;26;0;0;0;4
72016;Auvers-le-Hamon;577;7;3;22;13;27;48;103;17;49;18;138;2;6;3;15
72017;Auvers-sous-Montfaucon;64;1;2;3;1;7;16;20;2;17;3;19;0;0;2;4
72018;Avesnes-en-Saosnois;35;1;2;0;1;2;6;5;1;8;5;24;0;0;1;2
72019;Avessé;176;1;4;4;3;5;13;16;0;5;15;33;1;1;3;3
72020;Avezé;233;9;1;16;3;6;19;45;17;34;11;97;4;0;1;10
72021;Avoise;216;5;8;12;9;7;16;33;11;24;6;50;0;0;1;9
72022;Le Bailleul;426;5;11;20;10;15;28;58;9;35;17;132;1;3;3;25
72023;Ballon-Saint Mars;732;6;12;39;26;35;93;123;14;50;51;240;4;7;11;29
72024;La Bazoge;1240;13;24;86;45;92;171;305;53;133;68;353;7;15;2;55
72025;Bazouges Cré sur Loir;725;5;13;22;18;26;97;116;18;86;31;214;2;7;6;34
72026;Beaufay;618;2;6;25;21;25;71;97;20;53;24;162;3;4;1;18
72027;Beaumont-sur-Dême;122;1;2;11;5;11;13;19;10;13;7;43;0;0;0;2
72028;Beaumont-Pied-de-Boeuf;130;3;5;7;6;13;20;17;2;19;4;90;0;4;2;9
72029;Beaumont-sur-Sarthe;569;4;11;26;13;41;47;127;24;71;42;204;2;6;2;28
72031;Beillé;187;1;3;12;2;6;15;20;2;10;9;75;1;1;1;10
72032;Berfay;116;1;2;10;1;4;17;23;7;17;11;41;2;2;2;4
72034;Bérus;158;2;4;8;7;14;12;48;3;15;6;52;2;2;1;3
72035;Bessé-sur-Braye;740;11;33;48;19;26;50;96;22;68;73;281;4;8;7;37
72036;Béthon;104;2;0;5;3;5;10;13;4;11;3;39;0;1;0;10
72037;Blèves;25;0;0;5;2;0;3;7;3;7;4;13;0;1;0;3
72038;Boëssé-le-Sec;236;0;2;10;2;5;13;36;9;14;9;67;3;3;1;12
72039;Bonnétable;1536;14;31;60;44;43;96;196;31;148;69;397;5;9;3;42
72040;La Bosse;47;0;2;7;0;2;9;8;0;3;1;17;2;0;1;5
72041;Bouër;112;3;4;3;2;5;17;14;6;8;6;27;0;0;0;2
72042;Bouloire;808;6;5;42;34;46;77;121;21;57;67;205;2;2;2;19
72043;Bourg-le-Roi;79;3;3;11;5;5;22;30;8;14;2;27;0;2;0;2
72044;Bousse;142;2;3;14;2;6;13;30;4;17;5;51;0;0;1;8
72045;Brains-sur-Gée;269;4;6;21;3;21;41;36;4;29;16;66;2;3;2;5
72046;Le Breil-sur-Mérize;507;10;7;33;17;35;40;82;19;32;18;154;5;5;3;25
72047;Brette-les-Pins;775;7;9;53;24;37;98;143;15;30;26;198;3;8;2;46
72048;Briosne-lès-Sables;219;4;2;12;3;5;17;31;11;15;13;74;0;2;0;8
72049;La Bruère-sur-Loir;81;3;0;6;3;5;10;8;6;15;5;38;0;3;3;3
72050;Brûlon;592;7;10;26;7;17;41;108;20;69;34;145;8;1;2;30
72051;Cérans-Foulletourte;1187;11;22;82;43;54;128;164;36;110;56;390;10;15;7;63
72052;Chahaignes;234;3;8;19;15;23;34;64;9;15;20;97;1;2;1;18
72053;Challes;451;4;5;24;19;30;48;62;10;30;27;147;2;6;1;31
72054;Champagné;1229;9;64;78;52;75;124;165;27;100;49;370;5;17;7;53
72056;Champfleur;453;1;1;29;13;46;61;82;23;44;10;151;6;2;1;9
72057;Champrond;30;0;4;2;1;0;0;5;6;7;4;5;0;0;0;0
72058;Changé;2667;19;47;141;89;197;369;585;81;217;89;600;11;14;14;127
72059;Chantenay-Villedieu;336;4;11;10;10;16;27;54;8;40;12;81;2;1;3;14
72060;La Chapelle-aux-Choux;135;1;3;4;4;12;6;14;3;10;7;46;0;1;0;4
72061;La Chapelle-d'Aligné;610;9;6;31;12;21;43;79;22;38;22;212;4;6;3;27
72062;La Chapelle-du-Bois;302;3;3;8;8;13;33;34;13;28;14;117;3;1;2;7
72064;La Chapelle-Huon;188;5;6;9;7;5;15;22;5;21;18;85;2;1;1;13
72065;La Chapelle-Saint-Aubin;786;7;19;60;30;85;164;287;52;124;37;145;2;13;4;28
72066;La Chapelle-Saint-Fray;152;0;1;7;3;10;26;30;10;19;11;55;0;1;0;5
72067;La Chapelle-Saint-Rémy;311;6;6;18;5;7;30;50;9;23;17;145;1;4;2;9
72068;La Chartre-sur-le-Loir;525;0;7;31;9;38;41;99;18;66;28;132;0;7;0;29
72070;Chassillé;97;0;1;6;4;7;11;16;2;8;7;21;0;1;1;4
72071;Montval-sur-Loir;1952;27;37;106;67;114;220;383;57;209;111;632;11;11;18;87
72072;Château-l'Hermitage;67;2;0;8;2;7;17;17;1;7;4;20;0;2;0;6
72073;Chaufour-Notre-Dame;378;3;10;24;12;37;56;89;11;48;17;104;1;2;0;17
72074;Chemiré-en-Charnie;57;0;2;10;5;10;20;7;1;7;5;29;0;3;1;6
72075;Chemiré-le-Gaudin;355;6;8;31;12;24;61;50;14;40;16;91;2;6;1;17
72076;Chenay;88;2;0;4;1;3;10;13;1;6;5;19;0;0;2;2
72077;Chenu;167;2;3;11;5;6;11;24;3;28;10;63;2;3;0;10
72078;Chérancé;118;5;1;2;1;2;10;10;7;18;6;60;0;2;2;5
72079;Chérisay;97;0;2;3;4;4;9;27;9;10;6;25;1;1;0;2
72080;Cherré-au;924;9;23;57;24;52;118;211;85;123;52;247;5;9;2;58
72083;Chevillé;170;1;2;5;6;6;19;27;5;9;3;34;0;0;2;5
72084;Clermont-Créans;477;3;6;24;14;22;59;78;21;28;24;121;5;4;1;22
72085;Cogners;84;1;5;2;1;0;7;9;3;7;3;32;1;1;0;2
72086;Commerveil;36;0;2;2;0;4;10;13;4;12;2;18;0;0;2;2
72087;Conflans-sur-Anille;193;7;11;8;10;10;16;17;10;22;19;55;0;6;2;11
72088;Congé-sur-Orne;106;0;0;7;3;8;15;16;5;19;7;49;1;1;1;11
72089;Conlie;675;6;3;25;18;33;54;136;23;78;45;169;2;4;2;19
72090;Connerré;1073;14;14;48;40;63;94;119;22;90;55;291;14;7;10;41
72091;Contilly;47;0;6;6;0;3;8;11;1;13;6;20;0;0;0;6
72093;Cormes;334;1;4;18;8;16;39;64;35;33;22;128;0;1;0;20
72094;Coudrecieux;172;1;8;10;8;16;25;40;5;20;17;74;2;0;0;17
72095;Coulaines;2725;11;53;165;92;173;349;485;73;165;82;450;8;21;9;118
72096;Coulans-sur-Gée;477;2;15;41;13;36;73;88;29;63;27;130;3;8;6;31
72098;Coulongé;165;4;4;17;6;10;19;27;6;9;10;88;3;1;0;10
72099;Courceboeufs;213;4;3;6;3;7;24;26;2;13;12;90;2;0;3;17
72100;Courcelles-la-Forêt;133;1;3;11;1;7;17;18;1;29;7;46;1;0;1;6
72101;Courcemont;237;6;1;18;4;9;30;37;3;8;17;93;0;2;0;12
72102;Courcival;30;0;2;0;1;1;2;13;0;6;2;11;0;0;0;1
72103;Courdemanche;206;0;8;26;16;16;16;47;8;25;13;68;2;0;2;8
72104;Courgains;188;4;5;20;4;6;14;19;3;24;15;88;7;0;1;12
72105;Courgenard;176;3;3;5;6;5;11;37;8;11;12;60;3;0;1;10
72106;Courtillers;348;8;5;26;10;15;28;40;10;31;20;79;6;5;5;15
72107;Crannes-en-Champagne;135;1;1;3;7;5;24;27;7;7;3;17;1;0;2;7
72109;Crissé;219;2;1;14;4;6;15;27;7;22;19;76;1;0;2;11
72110;Crosmières;359;8;7;25;5;15;28;55;7;25;22;119;1;1;2;14
72111;Cures;192;0;2;10;8;12;29;42;2;10;2;69;1;1;1;3
72112;Dangeul;138;2;4;17;7;3;13;33;4;35;10;59;1;1;0;6
72113;Degré;242;9;4;24;11;20;49;45;16;21;18;57;0;0;5;8
72114;Dehault;91;0;4;3;1;4;7;17;7;15;9;35;0;0;0;4
72115;Dissay-sous-Courcillon;288;7;12;18;11;11;36;65;13;41;16;131;0;6;5;13
72118;Dollon;529;7;16;38;9;23;58;60;11;41;29;191;2;8;4;26
72119;Domfront-en-Champagne;349;4;9;26;20;27;57;75;6;39;15;102;2;2;3;20
72120;Doucelles;82;0;1;7;3;3;13;15;1;3;0;17;1;0;2;5
72121;Douillet-le-Joly;97;7;0;6;1;3;11;21;4;18;10;45;0;0;1;2
72122;Duneau;383;5;7;28;18;15;39;50;17;37;19;142;1;3;6;24
72123;Dureil;18;0;0;1;0;3;4;8;3;9;3;3;0;0;0;2
72124;Ecommoy;1846;11;33;86;44;55;159;262;48;117;102;523;7;16;7;70
72125;Ecorpain;147;2;2;13;3;5;7;11;6;16;6;21;2;1;0;0
72126;Epineu-le-Chevreuil;122;0;0;7;7;5;27;15;1;15;11;24;0;2;1;3
72127;Etival-lès-le-Mans;754;7;25;54;27;62;108;154;22;73;34;267;9;10;2;46
72128;Val-d'Etangson;215;3;7;14;3;7;23;32;6;13;8;59;0;6;1;9
72129;Fatines;354;2;6;14;5;16;44;34;12;24;22;87;0;2;1;8
72130;Fay;207;3;9;16;11;14;60;67;12;26;11;28;0;4;3;9
72131;Fercé-sur-Sarthe;191;0;8;19;8;25;21;26;11;8;15;72;0;2;3;10
72132;La Ferté-Bernard;3160;33;39;128;64;128;334;574;275;252;97;714;21;21;18;52
72133;Fillé-sur-Sarthe;520;3;7;40;36;40;109;105;16;47;23;134;2;4;0;29
72134;Flée;196;4;5;12;8;7;27;32;14;30;10;81;2;4;1;7
72135;La Fontaine-Saint-Martin;176;7;7;12;3;7;24;28;8;12;2;99;1;0;1;15
72136;Fontenay-sur-Vègre;118;4;3;3;0;8;7;12;1;19;9;30;0;2;0;3
72137;Villeneuve en Perseigne;816;3;11;40;27;37;86;150;28;87;47;260;4;16;7;25
72138;Fresnay-sur-Sarthe;1055;11;15;52;30;59;89;177;18;150;28;333;8;8;7;50
72139;Fyé;367;4;5;22;6;16;32;61;20;34;15;107;2;4;0;9
72141;Gesnes-le-Gandelin;358;6;4;19;13;16;54;49;7;30;18;106;1;5;1;17
72142;Grandchamp;52;0;0;0;1;3;4;13;6;7;7;33;1;0;0;2
72143;Le Grand-Lucé;695;10;18;31;23;36;56;101;25;52;45;167;2;3;6;21
72144;Gréez-sur-Roc;136;1;3;11;5;4;25;36;6;22;6;38;0;0;1;6
72145;Le Grez;160;2;2;8;5;6;27;28;3;8;6;49;2;0;2;3
72146;Guécélard;1121;9;36;99;30;80;126;181;29;84;62;348;4;9;2;70
72147;La Guierche;393;1;12;29;13;22;71;76;8;20;28;127;3;5;8;29
72148;Jauzé;39;1;0;2;0;2;2;10;0;7;3;6;0;0;0;0
72149;Joué-en-Charnie;214;0;2;12;2;4;12;30;3;22;15;75;1;2;1;7
72150;Joué-l'Abbé;476;7;13;39;27;28;58;77;17;32;21;127;2;3;3;40
72151;Juigné-sur-Sarthe;423;7;4;22;17;22;60;91;25;48;21;100;2;6;3;32
72152;Juillé;193;1;1;11;9;12;12;36;5;12;6;56;0;1;0;3
72153;Jupilles;219;2;2;17;12;11;47;46;3;21;11;68;0;5;1;11
72154;La Flèche;5258;48;73;313;179;435;679;1124;152;500;216;1213;21;36;31;271
72155;Laigné-en-Belin;940;7;26;80;22;53;122;162;23;86;31;224;1;7;6;48
72156;Lamnay;371;8;5;8;10;16;28;48;10;25;29;106;3;1;5;18
72157;Lavardin;239;3;11;11;11;18;40;60;8;22;20;83;1;0;2;12
72158;Lavaré;266;2;12;22;5;15;15;49;11;19;14;103;0;1;1;13
72160;Lavernat;247;0;5;12;2;11;24;24;5;13;15;89;1;1;1;9
72161;Lhomme;271;4;18;46;13;22;22;62;3;26;20;115;0;5;0;11
72163;Ligron;168;2;6;12;9;7;22;22;5;18;4;58;1;2;2;5
72164;Livet-en-Saosnois;21;0;0;3;0;1;2;6;0;6;0;20;0;0;0;2
72165;Lombron;648;10;22;57;19;36;121;130;15;54;36;206;3;1;7;30
72166;Longnes;122;1;2;6;6;13;20;26;2;8;10;20;1;0;0;6
72167;Louailles;239;3;0;21;7;8;20;30;10;17;21;67;1;2;2;14
72168;Loué;730;9;9;24;23;37;71;121;28;92;52;200;4;3;2;27
72169;Louplande;594;4;11;57;21;31;83;75;26;34;17;170;3;3;5;26
72170;Louvigny;56;0;1;6;0;2;10;12;1;8;7;22;0;0;0;5
72171;Louzes;32;0;3;1;2;1;4;8;1;9;3;20;0;0;1;4
72172;Le Luart;531;4;6;30;11;29;52;66;22;58;32;149;4;8;2;12
72173;Luceau;462;5;8;45;16;34;40;84;11;40;28;145;0;2;4;24
