CODGEO;LIBGEO;Abstention;Arthaud;Roussel;Macron;Lassalle;Le Pen;Zemmour;Mélenchon;Hidalgo;Jadot;Pécresse;Poutou;Dupont-Aignan
71535;Tavernay;72;4;6;83;26;119;37;30;8;10;17;0;7
71537;Thil-sur-Arroux;23;0;1;19;6;24;10;16;2;0;2;1;2
71538;Thurey;64;2;4;57;18;105;11;27;2;4;12;2;1
71539;Tintry;16;0;2;19;2;14;12;7;1;0;3;1;2
71540;Torcy;637;6;33;318;32;358;84;359;31;27;55;16;32
71541;Torpes;65;2;1;48;8;95;8;23;4;6;13;2;2
71542;Toulon-sur-Arroux;287;10;25;223;36;205;66;113;16;20;59;6;24
71543;Tournus;1299;18;59;816;71;691;183;540;58;118;128;22;80
71544;Toutenant;38;0;4;32;6;29;2;14;2;4;5;4;1
71545;Tramayes;160;2;10;161;14;158;31;101;5;31;31;8;18
71546;Trambly;84;1;3;61;10;62;14;64;4;5;12;1;6
71547;Trivy;30;0;5;62;5;41;9;21;1;10;8;1;10
71548;Tronchy;53;3;3;34;5;70;8;13;2;2;7;1;6
71549;La Truchère;32;0;1;36;8;55;12;13;1;11;2;3;4
71550;Uchizy;131;5;16;140;18;136;20;84;14;25;31;2;15
71551;Uchon;12;2;4;15;3;10;9;17;1;14;2;2;4
71552;Uxeau;83;2;11;87;13;77;18;59;10;3;16;2;10
71553;Vareilles;34;3;2;70;7;40;7;29;4;8;10;1;12
71554;Varenne-l'Arconce;21;1;0;26;2;24;8;8;0;1;7;0;2
71555;Varennes-le-Grand;270;9;37;301;36;380;77;197;15;39;54;3;24
71556;Varennes-lès-Mâcon;85;0;8;89;15;78;21;41;5;12;13;1;5
71557;Varenne-Saint-Germain;109;1;9;101;17;122;27;59;4;2;28;0;18
71558;Varennes-Saint-Sauveur;180;7;17;183;27;213;62;74;16;11;52;4;22
71559;Varennes-sous-Dun;81;2;6;148;8;86;24;40;1;13;29;3;18
71561;Vauban;45;0;4;37;5;48;9;24;5;3;11;1;12
71562;Vaudebarrier;42;2;0;59;2;32;7;23;4;5;13;0;6
71563;Vaux-en-Pré;23;0;5;7;0;17;2;15;1;3;2;1;1
71564;Vendenesse-lès-Charolles;130;3;8;138;23;141;36;63;4;10;36;2;20
71565;Vendenesse-sur-Arroux;94;1;17;94;15;115;22;64;9;8;19;3;11
71566;Verdun-sur-le-Doubs;171;2;7;127;14;166;41;41;15;20;25;3;9
71567;Vergisson;38;0;2;74;2;26;14;23;2;12;8;0;6
71568;Vérissey;6;0;0;6;2;13;2;3;0;0;4;1;0
71570;Verjux;77;4;7;63;14;95;13;64;5;5;25;3;9
71571;Verosvres;53;3;6;88;24;69;24;43;9;16;15;2;16
71572;Vers;41;2;1;21;10;35;6;21;1;12;10;0;3
71573;Versaugues;32;1;0;32;6;41;17;15;0;4;6;0;2
71574;Verzé;104;2;16;149;21;121;41;80;6;30;16;6;17
71576;Le Villars;52;2;2;49;9;38;20;30;1;5;11;1;5
71577;Villegaudin;34;3;0;31;3;60;7;5;1;2;3;1;1
71578;Clux-Villeneuve;58;2;4;46;5;79;6;29;6;0;14;2;8
71579;Villeneuve-en-Montagne;21;0;3;21;7;29;4;18;5;11;3;0;8
71580;Vincelles;60;3;6;61;12;81;10;39;12;9;16;3;17
71581;Vindecy;27;1;0;55;7;45;14;15;4;0;17;2;1
71582;La Vineuse sur Fregande;83;1;14;111;16;76;30;114;5;24;17;5;9
71583;Vinzelles;120;1;6;201;11;132;36;74;5;40;33;4;8
71584;Viré;217;5;16;186;22;176;45;112;17;23;45;4;27
71585;Virey-le-Grand;210;5;27;224;15;289;65;134;16;39;54;5;19
71586;Viry;36;2;3;57;8;22;15;20;0;4;10;0;8
71588;Vitry-en-Charollais;187;3;24;222;32;218;51;110;17;17;24;6;15
71589;Vitry-sur-Loire;68;4;10;62;16;65;20;36;6;2;11;4;4
71590;Volesvres;100;3;10;140;18;93;40;41;8;15;32;1;12
71591;Fleurville;69;5;12;75;12;88;23;35;2;7;17;2;5
72001;Aigné;263;8;31;313;24;239;58;184;23;45;62;8;24
72002;Aillières-Beauvoir;36;0;3;49;3;47;7;20;0;4;17;3;2
72003;Allonnes;2148;29;207;1008;62;1250;190;1169;78;164;133;34;91
72004;Amné-en-Champagne;76;0;9;82;10;92;26;58;5;15;19;2;9
72005;Ancinnes;127;3;10;163;16;147;27;72;7;25;30;2;10
72006;Arçonnay;291;7;29;375;27;286;53;151;14;41;57;8;21
72007;Ardenay-sur-Mérize;87;2;11;53;3;119;17;65;6;10;13;1;8
72008;Arnage;1123;33;127;897;72;774;153;633;83;124;144;21;52
72009;Arthezé;48;1;8;51;9;66;11;28;3;10;10;2;8
72010;Asnières-sur-Vègre;71;2;8;63;10;49;16;52;6;13;8;2;5
72011;Assé-le-Boisne;176;4;10;142;13;167;37;75;5;15;38;4;10
72012;Assé-le-Riboul;67;2;6;80;5;86;11;42;5;12;13;2;7
72013;Aubigné-Racan;402;13;34;263;40;525;51;169;15;18;60;8;40
72015;Les Aulneaux;22;0;3;6;4;32;4;13;0;1;2;2;6
72016;Auvers-le-Hamon;222;5;18;253;22;302;34;113;11;32;56;12;13
72017;Auvers-sous-Montfaucon;40;0;0;40;8;40;10;16;1;4;14;1;2
72018;Avesnes-en-Saosnois;12;0;0;16;2;28;6;7;1;2;3;1;2
72019;Avessé;92;0;2;43;13;77;18;21;3;7;9;0;5
72020;Avezé;120;2;4;126;11;143;25;49;3;10;26;4;18
72021;Avoise;98;2;4;77;12;116;21;46;3;17;18;6;9
72022;Le Bailleul;194;7;19;147;13;251;26;73;13;19;36;1;13
72023;Ballon-Saint Mars;358;12;24;298;25;411;56;199;20;52;54;9;20
72024;La Bazoge;589;16;45;743;53;606;120;347;48;99;124;15;55
72025;Bazouges Cré sur Loir;378;9;16;304;44;372;74;185;15;38;73;11;19
72026;Beaufay;279;4;24;270;16;290;42;129;17;41;49;7;25
72027;Beaumont-sur-Dême;68;1;4;44;4;55;10;44;10;5;21;2;7
72028;Beaumont-Pied-de-Boeuf;75;2;7;57;17;94;26;45;6;9;18;4;6
72029;Beaumont-sur-Sarthe;343;11;13;306;30;321;59;119;21;23;73;4;26
72031;Beillé;113;0;7;46;7;125;11;39;7;13;7;4;6
72032;Berfay;68;4;5;54;8;77;10;30;1;8;19;1;10
72034;Bérus;65;2;8;82;6;80;17;45;4;12;17;4;3
72035;Bessé-sur-Braye;423;9;40;284;42;380;77;144;29;25;63;10;23
72036;Béthon;54;1;5;48;3;59;8;21;2;5;9;2;6
72037;Blèves;0;0;2;15;1;20;4;11;1;3;3;0;2
72038;Boëssé-le-Sec;151;4;5;72;7;105;15;50;4;7;13;3;7
72039;Bonnétable;857;14;42;509;48;676;90;295;24;48;103;9;38
72040;La Bosse;28;1;3;19;3;29;5;13;1;2;3;0;2
72041;Bouër;41;3;2;42;7;78;14;20;3;3;9;0;9
72042;Bouloire;460;13;25;313;29;342;47;180;27;40;75;9;27
72043;Bourg-le-Roi;39;3;4;63;3;37;16;47;3;13;9;1;1
72044;Bousse;79;1;9;65;10;75;5;40;6;4;16;1;8
72045;Brains-sur-Gée;110;5;6;85;9;138;18;78;7;27;27;2;12
72046;Le Breil-sur-Mérize;218;9;24;212;26;265;36;111;14;35;33;10;26
72047;Brette-les-Pins;356;8;33;330;28;374;60;212;31;58;47;15;23
72048;Briosne-lès-Sables;113;1;2;70;2;164;8;52;2;8;13;3;9
72049;La Bruère-sur-Loir;54;3;2;38;7;52;9;14;4;4;8;3;4
72050;Brûlon;324;7;9;235;23;267;43;96;11;34;65;8;30
72051;Cérans-Foulletourte;632;11;43;498;42;659;77;312;26;60;108;16;48
72052;Chahaignes;148;1;13;116;8;122;26;88;11;14;26;4;9
72053;Challes;224;12;13;151;15;234;32;110;17;30;32;11;18
72054;Champagné;487;14;49;521;41;641;115;364;34;68;111;12;32
72056;Champfleur;212;2;16;223;25;218;40;115;15;36;28;5;11
72057;Champrond;9;0;0;15;2;20;2;12;0;1;9;0;1
72058;Changé;1335;18;98;1443;90;1026;222;686;81;232;179;27;90
72059;Chantenay-Villedieu;163;7;14;116;21;157;42;53;13;8;35;8;8
72060;La Chapelle-aux-Choux;57;2;4;29;6;85;12;26;5;4;9;0;3
72061;La Chapelle-d'Aligné;303;9;12;223;24;388;40;112;12;19;38;9;27
72062;La Chapelle-du-Bois;121;5;11;120;15;184;18;67;6;8;21;4;15
72064;La Chapelle-Huon;93;4;13;63;18;125;18;35;9;3;29;6;12
72065;La Chapelle-Saint-Aubin;351;7;31;587;30;283;75;261;26;92;95;8;33
72066;La Chapelle-Saint-Fray;60;1;5;71;7;66;22;41;2;16;31;2;8
72067;La Chapelle-Saint-Rémy;137;7;11;101;12;215;51;86;3;17;24;8;9
72068;La Chartre-sur-le-Loir;287;10;22;219;18;200;54;122;7;19;54;7;8
72070;Chassillé;41;2;3;44;8;24;8;26;2;4;12;1;8
72071;Montval-sur-Loir;1305;27;71;847;74;805;172;476;50;93;142;19;76
72072;Château-l'Hermitage;36;4;5;37;1;41;9;29;7;2;6;0;3
72073;Chaufour-Notre-Dame;185;4;19;226;19;185;39;118;17;24;46;6;15
72074;Chemiré-en-Charnie;31;0;2;24;6;42;5;24;8;13;11;4;3
72075;Chemiré-le-Gaudin;165;4;17;147;32;180;33;94;13;25;26;9;15
72076;Chenay;32;0;3;37;3;46;9;22;2;4;9;2;2
72077;Chenu;77;0;5;74;2;81;38;38;5;8;14;5;11
72078;Chérancé;56;2;2;40;4;92;12;18;2;6;16;2;2
72079;Chérisay;38;0;6;64;2;53;12;22;0;4;15;2;6
72080;Cherré-au;453;13;42;559;38;443;71;229;28;70;132;7;65
72083;Chevillé;81;3;5;53;13;68;11;39;3;11;9;1;2
72084;Clermont-Créans;229;4;18;225;19;217;47;132;12;28;36;9;14
72085;Cogners;46;0;3;19;7;53;12;14;0;1;6;1;4
72086;Commerveil;19;1;3;29;8;22;7;10;1;6;8;0;4
72087;Conflans-sur-Anille;90;1;10;46;9;110;28;45;10;16;19;7;6
72088;Congé-sur-Orne;57;0;6;43;7;83;7;26;2;7;21;2;6
72089;Conlie;403;10;10;346;31;286;58;137;18;29;65;5;24
72090;Connerré;591;11;23;304;41;510;84;271;36;49;102;14;29
72091;Contilly;17;0;8;30;7;33;4;10;2;6;5;0;2
72093;Cormes;156;1;8;181;15;206;30;67;6;27;25;4;14
72094;Coudrecieux;85;2;13;85;18;98;24;55;0;12;25;1;6
72095;Coulaines;1688;26;84;1072;43;657;129;850;73;157;181;22;49
72096;Coulans-sur-Gée;214;7;19;262;26;198;70;166;18;32;41;12;20
72098;Coulongé;93;2;7;61;16;121;15;32;6;18;6;4;7
72099;Courceboeufs;114;2;7;63;6;153;12;47;9;11;14;3;14
72100;Courcelles-la-Forêt;63;1;4;54;5;75;17;27;5;14;24;4;8
72101;Courcemont;111;2;12;71;10;159;27;56;3;8;15;3;15
72102;Courcival;16;0;1;18;1;19;4;3;0;2;7;1;0
72103;Courdemanche;104;0;10;96;10;103;19;102;9;16;20;5;11
72104;Courgains;100;4;3;69;9;139;18;62;5;10;9;4;3
72105;Courgenard;73;1;3;90;7;87;14;36;6;8;16;3;7
72106;Courtillers;174;9;13;118;12;175;28;83;11;22;27;6;17
72107;Crannes-en-Champagne;71;0;2;56;8;53;5;30;3;12;12;1;3
72109;Crissé;113;2;6;66;11;132;19;51;7;5;10;0;8
72110;Crosmières;177;5;7;135;12;180;24;95;11;27;31;3;10
72111;Cures;81;1;6;86;11;99;13;40;6;21;11;2;4
72112;Dangeul;66;3;8;66;5;106;11;49;3;4;29;1;9
72113;Degré;107;7;22;128;5;94;30;95;6;26;23;4;11
72114;Dehault;43;0;4;35;3;66;5;16;2;4;10;1;4
72115;Dissay-sous-Courcillon;160;1;12;168;24;183;17;85;5;13;35;9;12
72118;Dollon;307;11;18;186;30;328;36;129;8;28;33;7;17
72119;Domfront-en-Champagne;143;7;18;179;22;185;42;96;11;41;40;12;8
72120;Doucelles;43;2;1;24;2;48;3;19;2;9;5;0;2
72121;Douillet-le-Joly;52;0;0;48;8;74;11;25;6;7;14;3;2
72122;Duneau;179;10;18;144;25;241;39;85;8;12;37;7;19
72123;Dureil;10;0;1;16;5;8;2;5;0;3;6;0;0
72124;Ecommoy;847;20;56;694;75;837;144;378;50;89;140;17;82
72125;Ecorpain;70;1;10;27;9;65;11;30;2;2;15;2;3
72126;Epineu-le-Chevreuil;60;1;4;46;1;58;12;35;2;8;5;1;10
72127;Etival-lès-le-Mans;389;8;39;386;30;371;61;213;29;57;60;14;19
72128;Val-d'Etangson;107;2;16;53;21;100;14;51;0;12;16;4;12
72129;Fatines;151;5;10;134;21;209;33;69;12;16;27;7;20
72130;Fay;94;0;9;142;11;65;18;102;5;41;22;4;10
72131;Fercé-sur-Sarthe;113;2;9;59;9;125;13;68;2;9;20;7;7
72132;La Ferté-Bernard;2014;40;69;1318;107;914;217;645;51;155;266;31;92
72133;Fillé-sur-Sarthe;239;8;22;254;24;241;51;177;21;64;53;9;17
72134;Flée;90;3;13;81;7;105;18;65;6;10;25;4;10
72135;La Fontaine-Saint-Martin;87;9;12;69;6;163;16;41;5;10;14;5;3
72136;Fontenay-sur-Vègre;51;0;1;45;4;70;11;19;4;3;24;2;3
72137;Villeneuve en Perseigne;308;6;27;329;45;437;111;141;13;49;78;11;42
72138;Fresnay-sur-Sarthe;620;19;23;423;38;513;70;195;30;37;116;9;37
72139;Fyé;162;4;10;157;16;188;34;70;7;16;29;4;9
72141;Gesnes-le-Gandelin;186;4;4;131;13;166;45;102;7;29;35;7;13
72142;Grandchamp;30;1;3;21;5;37;6;10;0;4;7;0;1
72143;Le Grand-Lucé;455;12;20;226;30;284;48;143;24;33;60;1;25
72144;Gréez-sur-Roc;73;2;0;54;11;71;16;42;1;13;23;0;6
72145;Le Grez;89;2;9;53;8;77;18;23;3;8;15;1;10
72146;Guécélard;536;9;46;548;49;612;97;259;33;72;83;18;34
72147;La Guierche;188;8;21;179;13;241;29;129;11;34;33;9;20
72148;Jauzé;26;0;0;22;2;8;2;11;1;1;1;0;3
72149;Joué-en-Charnie;80;2;2;73;8;129;13;48;1;11;24;3;11
72150;Joué-l'Abbé;200;5;18;228;21;231;26;150;18;33;25;8;15
72151;Juigné-sur-Sarthe;232;4;6;209;27;174;33;91;13;43;51;7;11
72152;Juillé;72;5;4;80;19;87;13;33;9;7;19;2;8
72153;Jupilles;114;2;7;84;11;95;17;92;6;26;27;6;6
72154;La Flèche;3072;58;174;2341;199;1966;499;1412;186;377;377;64;161
72155;Laigné-en-Belin;436;10;37;438;33;376;79;242;27;69;60;14;39
72156;Lamnay;163;7;10;130;20;222;41;60;7;13;22;4;15
72157;Lavardin;93;1;9;144;9;141;27;61;9;24;29;1;13
72158;Lavaré;127;2;8;99;13;193;24;58;7;9;21;5;12
72160;Lavernat;115;1;8;80;7;143;27;51;3;7;19;7;8
72161;Lhomme;164;2;24;120;17;211;23;100;13;18;23;3;14
72163;Ligron;70;0;9;44;11;94;18;44;4;15;7;4;4
72164;Livet-en-Saosnois;8;0;0;18;1;21;3;4;0;1;1;0;0
72165;Lombron;323;9;36;293;27;381;65;211;17;45;48;6;21
72166;Longnes;74;0;2;43;18;39;8;27;7;7;10;3;8
72167;Louailles;100;1;4;95;8;153;15;59;6;16;17;3;6
72168;Loué;382;4;16;320;33;376;55;146;17;46;87;7;28
72169;Louplande;292;5;33;237;26;283;35;169;14;55;36;8;26
72170;Louvigny;22;0;6;21;5;31;9;16;2;2;8;1;3
72171;Louzes;22;0;2;16;4;24;4;10;0;2;7;0;2
72172;Le Luart;290;6;14;209;18;305;30;99;10;32;37;8;25
72173;Luceau;230;6;17;197;23;261;33;120;19;23;49;5;21
72174;Lucé-sous-Ballon;28;0;0;15;3;14;2;7;2;4;4;0;2
72175;Luché-Pringé;313;6;20;284;20;298;61;121;21;26;49;8;28
72176;Le Lude;967;33;39;651;45;744;133;304;30;49;171;18;59
72177;Maigné;54;0;2;54;5;49;18;38;1;4;6;2;8
72178;Maisoncelles;38;1;3;23;6;34;5;16;3;3;5;5;1
72179;Malicorne-sur-Sarthe;319;8;17;233;34;352;57;158;27;38;55;15;21
72180;Mamers;1117;21;49;643;59;694;104;347;20;63;190;15;64
72181;Le Mans;27023;365;1529;18596;1092;10306;3608;16327;1416;3961;2975;468;884
72182;Mansigné;324;6;25;184;27;299;51;132;16;34;28;7;10
72183;Marçon;172;2;11;165;26;222;36;98;9;18;38;5;17
72184;Mareil-en-Champagne;53;2;6;70;5;63;20;25;1;3;12;2;6
72185;Mareil-sur-Loir;102;6;8;84;8;134;28;72;1;12;16;1;7
72186;Maresché;114;3;12;146;14;171;25;61;4;13;38;3;15
72187;Marigné-Laillé;325;4;17;228;27;298;38;155;13;35;28;10;19
72188;Marollette;23;1;1;32;5;23;7;11;2;9;5;1;1
72189;Marolles-les-Braults;445;3;19;325;40;393;56;124;12;23;90;10;43
72190;Marolles-lès-Saint-Calais;42;2;2;52;15;74;7;22;2;15;5;2;7
72191;Mayet;605;9;38;424;47;602;93;267;26;63;91;11;44
72192;Les Mées;19;1;3;20;2;22;3;6;0;2;5;0;0
72193;Melleray;85;1;7;74;16;102;6;15;0;6;29;3;12
72194;Meurcé;48;1;1;19;5;70;7;15;1;2;5;0;4
72195;Mézeray;321;9;31;201;29;379;64;176;18;39;45;11;20
72196;Mézières-sur-Ponthouin;131;3;10;78;14;149;17;45;3;10;27;8;13
72197;Mézières-sous-Lavardin;74;2;12;90;10;118;21;53;4;23;16;5;6
72198;La Milesse;424;7;36;535;24;333;74;265;30;97;106;13;32
72199;Moitron-sur-Sarthe;40;3;5;21;2;56;15;26;1;8;5;2;3
72200;Moncé-en-Belin;603;11;56;611;41;664;122;353;42;78;84;16;57
72201;Moncé-en-Saosnois;48;0;3;32;8;57;11;15;5;4;12;0;0
72202;Monhoudou;44;0;4;39;6;52;9;26;0;4;2;2;4
72204;Montaillé;103;1;3;90;12;89;18;37;5;5;18;5;9
72205;Montbizot;341;9;25;230;23;312;57;193;17;51;33;10;20
72208;Montmirail;68;1;1;67;5;52;19;31;1;14;21;4;2
72209;Montreuil-le-Chétif;66;1;2;43;7;56;18;32;3;2;7;3;9
72210;Montreuil-le-Henri;47;0;3;36;5;52;11;48;1;7;5;0;4
72211;Mont-Saint-Jean;132;0;5;90;11;156;11;49;2;13;34;3;19
72212;Moulins-le-Carbonnel;157;5;7;92;11;113;20;78;9;11;20;3;8
72213;Mulsanne;1151;24;67;847;79;884;152;539;41;126;103;28;71
72214;Nauvay;0;0;0;3;0;8;7;1;0;0;0;0;0
72215;Neufchâtel-en-Saosnois;154;2;14;126;17;168;36;82;4;16;40;6;15
72216;Neuvillalais;99;4;7;73;9;120;21;53;6;16;21;3;15
72217;Neuville-sur-Sarthe;392;8;29;519;58;355;99;251;31;81;107;9;27
72218;Neuvillette-en-Charnie;60;1;6;53;7;54;10;21;2;8;12;2;5
72219;Bernay-Neuvy-en-Champagne;155;5;6;136;10;103;23;80;8;19;30;6;13
72220;Nogent-le-Bernard;172;7;13;105;10;166;28;64;5;15;33;4;12
72221;Nogent-sur-Loir;69;0;2;65;1;84;13;17;3;8;10;1;4
72222;Nouans;46;0;2;32;10;72;9;14;2;6;13;1;3
72223;Noyen-sur-Sarthe;520;9;33;372;53;481;69;177;20;49;72;10;24
72224;Nuillé-le-Jalais;78;2;8;67;6;97;10;64;4;18;11;6;7
72225;Oisseau-le-Petit;95;1;6;97;17;111;22;59;9;14;11;2;10
72226;Oizé;266;7;19;143;21;260;39;120;14;30;18;10;14
72227;Panon;1;0;2;6;1;15;0;0;0;2;4;1;0
72228;Parcé-sur-Sarthe;471;7;32;288;25;387;61;167;13;45;60;12;27
72229;Parennes;98;0;6;45;5;102;15;42;6;5;20;3;4
72230;Parigné-le-Pôlin;149;5;13;139;18;194;40;109;9;39;31;5;21
72231;Parigné-l'Evêque;891;28;72;862;67;919;130;540;45;147;146;35;76
72232;Notre-Dame-du-Pé;82;5;5;80;11;176;15;61;9;20;10;5;12
72233;Peray;9;0;4;14;3;13;3;5;1;1;1;1;2
72234;Pezé-le-Robert;71;5;4;70;3;60;15;31;4;5;11;1;7
72235;Piacé;51;2;12;58;12;58;10;33;3;4;14;3;5
72236;Pincé;20;0;0;51;2;32;2;18;1;6;18;1;4
72237;Pirmil;69;1;14;68;12;115;17;41;6;12;4;4;5
72238;Pizieux;11;0;0;7;7;16;1;6;0;2;5;0;2
72239;Poillé-sur-Vègre;102;3;4;113;16;116;13;52;8;14;21;5;9
72241;Montfort-le-Gesnois;592;13;50;415;33;538;80;280;32;84;69;19;41
72243;Pontvallain;281;2;14;211;37;304;45;156;15;32;33;9;28
72244;Précigné;580;8;20;451;46;530;78;153;19;51;106;3;43
72245;Préval;152;0;11;102;13;159;25;34;5;12;16;0;1
72246;Prévelles;47;0;3;23;2;57;5;23;0;5;0;3;3
72247;Pruillé-le-Chétif;208;2;14;289;15;174;53;163;14;45;50;7;13
72248;Pruillé-l'Eguillé;135;4;18;106;14;139;22;84;6;23;26;7;18
72249;La Quinte;133;4;7;114;14;160;19;70;6;26;43;10;14
72250;Rahay;26;0;0;29;1;35;11;12;0;3;13;2;4
72251;René;67;0;2;50;7;85;6;33;2;4;23;1;4
72252;Requeil;240;0;21;132;18;239;36;114;6;32;20;6;18
72253;Roézé-sur-Sarthe;517;11;38;464;50;465;89;256;25;75;63;16;34
72254;Rouessé-Fontaine;47;1;4;35;5;76;9;13;1;3;12;1;1
72255;Rouessé-Vassé;166;3;10;92;11;180;44;68;6;12;31;6;4
72256;Rouez-en-Champagne;122;4;9;131;15;167;19;49;6;21;25;4;12
72257;Rouillon;385;6;38;622;32;241;72;264;27;127;119;8;40
72259;Rouperroux-le-Coquet;46;0;8;59;5;56;7;23;0;4;11;3;4
72260;Ruaudin;703;15;43;634;49;566;112;353;34;120;115;13;48
72261;Ruillé-en-Champagne;63;2;5;47;7;47;21;25;6;11;11;2;7
72262;Loir en Vallée;372;15;30;304;46;425;69;173;14;27;91;14;31
72264;Sablé-sur-Sarthe;2690;39;96;1540;98;1200;265;944;105;204;327;37;104
72265;Saint-Aignan;42;1;6;39;3;53;14;11;1;2;9;1;5
72266;Saint-Aubin-de-Locquenay;101;2;7;133;17;157;20;65;8;8;18;0;11
72267;Saint-Aubin-des-Coudrais;166;4;11;140;24;185;24;59;7;11;33;5;19
72268;Saint-Biez-en-Belin;103;1;11;86;13;137;28;42;4;20;17;2;6
72269;Saint-Calais;627;12;34;401;41;409;59;224;23;29;102;13;50
72270;Saint-Calez-en-Saosnois;29;2;1;28;2;48;8;15;0;1;8;0;7
72271;Saint-Célerin;152;6;8;114;13;170;17;62;2;13;12;7;9
72272;Sainte-Cérotte;59;3;1;40;9;88;10;30;3;3;21;2;9
72273;Saint-Christophe-du-Jambet;25;1;1;27;5;66;11;19;3;3;6;1;2
72274;Saint-Christophe-en-Champagne;35;0;2;22;6;48;9;21;1;4;4;0;3
72275;Saint-Corneille;234;2;22;236;20;233;40;128;20;30;44;9;30
72276;Saint-Cosme-en-Vairais;435;12;22;281;34;404;47;145;11;24;51;6;23
72277;Saint-Denis-des-Coudrais;20;0;3;31;2;16;9;14;2;2;3;0;1
72278;Saint-Denis-d'Orques;137;1;8;105;19;120;39;55;4;14;28;7;11
72279;Saint-Georges-de-la-Couée;34;2;2;27;3;35;6;21;2;5;3;1;1
72280;Saint-Georges-du-Bois;396;8;34;468;35;342;59;232;27;85;46;12;20
72281;Saint-Georges-du-Rosay;65;0;3;77;13;71;20;39;0;5;12;4;10
72282;Saint-Georges-le-Gaultier;107;2;5;65;9;127;10;29;6;14;14;1;5
72283;Saint-Germain-d'Arcé;74;1;4;30;6;71;14;48;4;7;13;0;5
72286;Saint-Gervais-de-Vic;64;2;7;55;7;90;19;43;3;4;11;4;5
72287;Saint-Gervais-en-Belin;348;6;24;406;28;330;65;211;19;79;48;8;24
72289;Sainte-Jamme-sur-Sarthe;420;11;30;300;23;374;38;178;15;43;41;14;20
72290;Saint-Jean-d'Assé;322;7;13;269;33;268;39;169;12;32;39;8;13
72291;Saint-Jean-de-la-Motte;153;8;18;101;14;212;29;85;6;19;21;4;11
72292;Saint-Jean-des-Echelles;48;2;4;37;7;42;5;22;4;3;8;6;2
72293;Saint-Jean-du-Bois;89;1;13;48;7;148;9;53;7;19;10;1;7
72294;Saint-Léonard-des-Bois;91;3;4;87;33;89;18;45;7;8;14;3;3
72295;Saint-Longis;85;3;9;88;10;134;16;41;3;5;14;1;19
72296;Saint-Maixent;135;0;8;128;11;158;45;60;14;10;32;4;14
72297;Saint-Marceau;88;1;7;85;10;94;10;63;3;10;19;1;9
72298;Saint-Mars-de-Locquenay;100;3;14;55;10;109;19;54;12;23;12;3;10
72299;Saint-Mars-d'Outillé;462;9;28;317;39;458;65;238;23;72;65;5;34
72300;Saint-Mars-la-Brière;533;14;48;355;46;487;75;225;27;62;70;20;32
72302;Saint-Martin-des-Monts;27;5;6;30;4;40;6;19;1;4;6;1;3
72303;Saint-Michel-de-Chavaignes;137;3;6;135;19;137;21;80;2;8;22;4;8
72305;Saint-Ouen-de-Mimbré;152;3;8;130;21;221;25;68;5;17;21;5;18
72306;Saint-Ouen-en-Belin;260;7;14;199;31;233;25;126;9;46;26;5;23
72307;Saint-Ouen-en-Champagne;45;1;2;27;5;40;18;20;0;4;5;2;4
72308;Saint Paterne-Le Chevain;431;13;32;371;36;294;82;164;21;56;55;10;30
72309;Saint-Paul-le-Gaultier;68;2;2;38;2;45;12;28;0;5;6;2;10
72310;Saint-Pavace;303;3;47;598;15;185;92;217;29;92;92;10;13
72311;Saint-Pierre-de-Chevillé;66;2;5;51;1;71;7;38;0;8;8;0;7
72312;Saint-Pierre-des-Bois;23;0;1;46;3;32;9;17;2;11;4;2;5
72313;Saint-Pierre-des-Ormes;33;2;3;42;5;35;1;19;2;4;10;1;4
72314;Saint-Pierre-du-Lorouër;63;3;1;46;3;74;11;53;2;8;8;5;9
72315;Saint-Rémy-de-Sillé;160;4;6;138;11;179;28;63;11;19;25;6;19
72316;Saint-Rémy-des-Monts;112;2;7;88;16;171;14;65;3;17;29;9;14
72317;Saint-Rémy-du-Val;108;2;3;89;8;112;23;42;8;4;18;0;6
72319;Sainte-Sabine-sur-Longève;132;2;9;111;10;131;32;69;7;27;21;6;13
72320;Saint-Saturnin;409;8;30;534;30;323;93;255;33;84;87;7;36
72321;Saint-Symphorien;96;1;2;76;6;111;18;43;3;9;22;3;8
72322;Saint-Ulphace;28;1;0;34;7;48;8;18;2;7;7;2;5
72323;Saint-Victeur;51;1;7;57;9;105;17;37;4;7;13;4;7
72324;Saint-Vincent-des-Prés;90;1;8;50;9;114;11;34;3;5;20;2;18
72325;Saint-Vincent-du-Lorouër;158;1;5;106;13;149;26;69;7;14;24;6;16
72326;Saosnes;24;2;10;24;4;56;12;15;2;5;11;0;7
72327;Sarcé;30;0;1;54;6;43;9;46;4;9;18;2;7
72328;Sargé-lès-le-Mans;684;15;49;971;56;478;126;426;44;163;208;12;43
72329;Savigné-l'Evêque;741;20;64;846;55;694;151;371;64;142;170;15;61
72330;Savigné-sous-le-Lude;78;1;4;42;10;92;22;50;5;5;15;1;6
72331;Sceaux-sur-Huisne;121;2;7;72;10;101;6;51;4;6;9;5;10
72332;Ségrie;92;4;8;75;19;116;16;58;3;14;24;1;9
72333;Semur-en-Vallon;70;3;7;36;7;110;15;26;4;5;21;2;8
72334;Sillé-le-Guillaume;438;5;22;322;32;299;67;167;21;25;55;11;30
72335;Sillé-le-Philippe;168;4;12;183;21;169;39;109;7;19;34;2;10
72336;Solesmes;159;8;9;271;16;162;78;88;12;38;128;4;25
