CODGEO;LIBGEO;Abstention;Arthaud;Roussel;Macron;Lassalle;Le Pen;Zemmour;Mélenchon;Hidalgo;Jadot;Pécresse;Poutou;Dupont-Aignan
01103;Chevry;226;4;12;281;23;122;88;110;12;58;41;2;34
01104;Chézery-Forens;71;2;5;77;17;68;16;59;4;11;9;3;12
01105;Civrieux;231;4;23;351;29;311;115;141;20;53;53;1;23
01106;Cize;33;1;2;16;11;28;8;20;4;6;3;1;4
01107;Cleyzieu;22;3;0;13;7;26;9;15;5;4;8;0;0
01108;Coligny;194;2;12;154;13;243;57;136;6;21;41;4;20
01109;Collonges;343;6;10;247;34;221;78;184;7;53;46;7;27
01110;Colomieu;30;1;4;17;6;20;12;27;3;1;6;0;1
01111;Conand;25;0;1;23;3;16;7;23;0;2;2;3;1
01112;Condamine;42;2;3;43;13;74;23;38;5;11;11;1;13
01113;Condeissiat;122;1;11;144;23;144;26;49;1;23;16;6;20
01114;Confort;72;0;10;61;13;88;26;61;2;35;16;3;9
01115;Confrançon;189;2;19;199;26;240;56;98;8;29;33;1;24
01116;Contrevoz;97;2;6;66;14;91;24;66;9;17;12;3;10
01117;Conzieu;24;2;1;26;2;21;14;14;2;4;1;1;0
01118;Corbonod;163;5;12;148;39;185;43;115;12;23;23;5;29
01121;Corlier;14;0;0;24;2;20;4;12;1;3;3;2;0
01123;Cormoranche-sur-Saône;163;4;12;226;18;225;46;87;11;29;41;4;15
01124;Cormoz;141;1;14;97;13;131;28;30;4;19;18;5;11
01125;Corveissiat;76;1;13;68;25;114;19;65;6;16;15;2;9
01127;Courmangoux;72;1;5;82;9;82;24;68;5;12;24;3;3
01128;Courtes;50;1;2;29;4;65;11;15;10;11;5;3;3
01129;Crans;22;1;0;48;2;66;16;31;2;11;8;1;9
01130;Bresse Vallons;338;6;22;334;68;419;121;156;24;50;84;12;45
01133;Cressin-Rochefort;53;6;6;66;9;73;21;56;4;7;17;1;8
01134;Crottet;228;6;21;329;36;332;92;120;14;36;49;8;27
01135;Crozet;294;2;7;306;15;182;98;154;11;79;54;11;25
01136;Cruzilles-lès-Mépillat;109;3;16;153;23;192;43;45;14;24;19;9;16
01138;Culoz;502;11;25;257;51;440;116;316;15;48;42;9;39
01139;Curciat-Dongalon;67;1;1;63;12;90;19;27;3;7;16;4;9
01140;Curtafond;75;6;8;126;15;155;25;76;8;20;20;2;18
01141;Cuzieu;97;1;7;92;7;68;20;52;4;11;17;1;6
01142;Dagneux;774;10;41;681;62;678;206;461;40;115;99;18;63
01143;Divonne-les-Bains;1766;9;21;2023;92;591;453;546;57;338;313;17;119
01145;Dompierre-sur-Veyle;168;5;12;188;18;242;70;85;10;24;28;3;16
01146;Dompierre-sur-Chalaronne;31;0;4;74;4;76;24;26;9;6;17;4;12
01147;Domsure;80;2;2;83;17;104;45;29;5;5;21;0;11
01148;Dortan;296;3;35;246;52;333;95;136;8;35;54;9;32
01149;Douvres;125;2;10;175;37;178;75;106;12;41;39;7;26
01150;Drom;37;1;2;25;8;29;12;41;12;5;5;2;3
01151;Druillat;131;8;10;188;28;222;82;98;6;41;34;3;21
01152;Echallon;102;3;13;106;49;120;42;92;7;26;21;3;18
01153;Echenevex;255;3;7;377;22;137;91;135;20;83;71;7;32
01155;Evosges;22;1;1;14;12;41;9;16;0;4;4;1;3
01156;Faramans;95;1;13;134;22;196;55;50;9;14;36;2;21
01157;Fareins;344;12;31;468;25;393;145;217;27;100;67;11;34
01158;Farges;157;2;6;113;16;103;29;92;7;32;19;5;15
01159;Feillens;606;3;22;636;60;530;175;207;18;68;146;13;49
01160;Ferney-Voltaire;996;12;22;974;53;333;207;885;40;198;125;20;68
01162;Flaxieu;4;0;2;16;3;22;12;10;3;4;10;1;3
01163;Foissiat;369;8;32;350;51;413;72;111;10;31;82;9;36
01165;Francheleins;162;6;15;266;20;323;74;98;14;33;52;3;15
01166;Frans;304;9;26;463;31;413;116;186;19;76;85;4;27
01167;Garnerans;114;2;9;117;19;129;42;70;6;8;21;2;13
01169;Genouilleux;81;3;7;99;8;134;54;48;11;10;19;2;9
01170;Beard-Géovreissiat;158;4;9;124;21;184;51;92;4;13;18;2;15
01171;Géovreisset;140;1;6;102;16;113;52;80;3;12;21;3;8
01173;Gex;1898;25;59;1552;129;795;360;950;70;348;190;33;167
01174;Giron;18;0;0;25;11;20;13;18;1;11;4;3;2
01175;Gorrevod;154;7;27;137;23;143;22;64;7;20;25;9;12
01177;Grand-Corent;23;0;3;24;9;28;7;51;1;6;1;2;2
01179;Grièges;304;5;23;311;37;344;93;137;15;62;75;9;39
01180;Grilly;118;1;4;188;14;59;45;49;7;27;26;0;12
01181;Groissiat;159;2;14;186;37;190;78;109;10;24;56;1;21
01183;Guéreins;248;8;18;228;29;270;67;93;8;41;52;3;30
01184;Hautecourt-Romanèche;132;1;16;110;22;141;38;87;10;23;26;5;19
01185;Plateau d'Hauteville;781;12;77;556;99;574;156;460;61;111;141;17;64
01187;Haut Valromey;132;3;13;129;26;101;35;92;6;24;36;5;23
01188;Illiat;82;1;5;109;18;137;55;28;1;10;29;1;15
01189;Injoux-Génissiat;125;5;19;120;27;179;36;97;7;44;22;6;24
01190;Innimond;22;1;5;20;7;23;9;10;5;3;5;0;2
01191;Izenave;21;0;1;31;14;24;13;13;1;2;7;0;7
01192;Izernore;253;6;16;259;62;385;105;180;13;48;67;4;40
01193;Izieu;27;1;1;32;5;39;29;19;5;13;10;1;5
01194;Jassans-Riottier;1037;15;59;990;79;845;254;599;47;159;173;21;62
01195;Jasseron;222;4;11;338;39;216;106;179;29;63;81;8;30
01196;Jayat;172;4;9;157;40;278;39;55;10;22;35;10;22
01197;Journans;40;0;8;57;17;41;19;61;2;17;13;1;3
01198;Joyeux;31;0;5;51;9;31;13;34;2;11;16;1;1
01199;Jujurieux;349;9;29;271;48;361;65;214;17;64;46;10;22
01200;Labalme;26;1;7;18;8;30;7;40;3;2;3;2;4
01202;Lagnieu;1202;19;99;970;136;1279;296;673;45;135;226;32;96
01203;Laiz;174;7;18;227;23;195;66;99;14;26;41;6;13
01204;Le Poizat-Lalleyriat;125;2;5;101;15;111;41;66;4;33;29;2;14
01206;Lantenay;42;4;4;30;17;51;18;27;4;9;7;2;2
01207;Lapeyrouse;30;0;2;46;11;68;46;28;0;7;14;0;2
01208;Lavours;18;0;6;22;3;22;12;12;3;4;5;0;1
01209;Léaz;90;3;4;97;19;100;23;81;3;28;12;7;13
01210;Lélex;43;2;3;51;11;33;14;30;6;4;18;0;1
01211;Lent;226;3;9;232;34;254;63;115;16;49;48;5;22
01212;Lescheroux;137;4;7;85;18;157;31;40;0;11;14;3;22
01213;Leyment;188;5;14;166;19;288;64;135;16;27;27;5;15
01214;Leyssard;20;1;1;20;4;27;5;23;1;8;5;1;3
01215;Surjoux-Lhopital;15;0;1;28;5;31;4;14;1;3;0;1;5
01216;Lhuis;118;2;12;113;28;166;29;75;5;25;46;3;18
01219;Lompnas;29;1;1;18;4;24;11;12;4;3;16;0;3
01224;Loyettes;568;7;40;382;44;551;98;243;13;63;52;12;39
01225;Lurcy;62;2;4;78;9;85;35;54;4;12;18;1;6
01227;Magnieu;94;0;10;92;15;135;38;77;12;22;20;2;16
01228;Maillat;92;4;4;100;24;113;54;34;3;18;25;0;8
01229;Malafretaz;165;3;16;202;29;218;52;92;21;29;46;4;18
01230;Mantenay-Montlin;51;1;0;60;4;70;9;25;6;6;19;2;9
01231;Manziat;277;4;17;425;33;364;87;124;17;35;68;7;46
01232;Marboz;338;5;18;391;73;402;115;162;25;41;81;5;40
01233;Marchamp;22;1;3;14;2;24;6;19;3;11;6;0;1
01234;Marignieu;24;1;0;25;9;57;5;20;1;2;4;1;4
01235;Marlieux;157;2;10;155;16;164;84;71;12;20;29;1;10
01236;Marsonnas;165;1;6;173;21;172;39;65;16;25;29;5;15
01237;Martignat;296;1;12;203;37;262;73;168;12;16;46;7;12
01238;Massieux;394;4;31;484;33;421;148;268;31;76;99;11;45
01239;Massignieu-de-Rives;103;1;11;98;13;112;39;56;10;23;20;1;20
01240;Matafelon-Granges;95;6;7;85;24;111;46;47;5;14;17;2;15
01241;Meillonnas;158;4;22;245;31;206;74;151;20;36;48;8;25
01242;Mérignat;10;0;1;14;5;10;4;35;1;10;6;5;2
01243;Messimy-sur-Saône;151;8;15;260;23;194;73;96;14;28;51;7;21
01244;Meximieux;1315;17;110;1163;89;992;282;866;74;205;210;27;101
01245;Bohas-Meyriat-Rignat;114;1;11;141;43;120;69;117;18;28;30;2;14
01246;Mézériat;396;5;23;348;28;331;104;184;16;45;67;9;27
01247;Mijoux;47;1;0;45;17;32;11;26;1;15;16;1;10
01248;Mionnay;305;7;18;431;32;390;149;243;23;78;77;11;32
01249;Miribel;1645;23;81;1588;97;1107;445;1072;91;316;284;26;129
01250;Misérieux;195;7;23;355;18;271;84;167;18;63;69;5;27
01252;Mogneneins;111;4;6;147;24;146;43;53;7;25;27;2;13
01254;Montagnat;341;4;11;478;38;283;122;182;29;72;82;5;25
01255;Montagnieu;97;1;9;85;13;117;19;44;7;15;14;2;12
01257;Montanges;66;1;6;51;25;50;23;38;3;9;10;3;9
01258;Montceaux;190;3;4;212;15;232;78;85;10;27;36;5;25
01259;Montcet;79;4;2;130;16;130;28;47;7;16;15;4;12
01260;Le Montellier;31;1;0;52;7;52;20;21;1;7;16;1;9
01261;Monthieux;94;2;3;127;16;111;46;54;16;16;22;1;14
01262;Montluel;1173;17;39;831;99;719;256;781;77;166;161;15;80
01263;Montmerle-sur-Saône;668;12;37;726;45;624;229;301;37;86;116;15;62
01264;Montracol;124;1;13;147;27;201;60;94;5;29;42;0;14
01265;Montréal-la-Cluse;533;7;10;343;56;386;139;318;25;60;104;15;29
01266;Montrevel-en-Bresse;472;7;30;416;60;444;123;181;32;34;93;11;39
01267;Nurieux-Volognat;137;2;8;133;24;171;59;89;12;30;51;1;13
01268;Murs-et-Gélignieux;38;0;0;41;8;51;18;7;3;13;12;2;6
01269;Nantua;481;12;20;260;46;272;88;263;25;39;44;6;23
01272;Neuville-les-Dames;187;6;13;236;36;289;47;106;19;28;53;6;23
01273;Neuville-sur-Ain;261;7;27;212;46;315;72;165;12;40;57;5;29
01274;Les Neyrolles;67;2;8;69;8;83;26;57;4;6;10;2;7
01275;Neyron;346;8;11;518;37;297;164;233;19;81;103;6;37
01276;Niévroz;254;4;19;250;23;317;94;135;16;37;44;5;40
01277;Nivollet-Montgriffon;28;0;2;33;2;26;5;15;0;2;2;0;3
01279;Oncieu;18;0;0;14;3;19;2;15;0;1;7;1;5
01280;Ordonnaz;26;1;2;33;6;29;8;12;2;1;13;0;2
01281;Ornex;518;2;14;561;27;176;124;337;20;113;87;6;32
01282;Outriaz;21;2;4;27;9;39;11;24;3;13;9;2;5
01283;Oyonnax;4227;39;126;1639;258;1597;651;2077;102;217;373;42;127
01284;Ozan;93;4;6;103;15;170;25;67;8;7;20;12;5
01285;Parcieux;158;1;11;275;23;185;74;131;14;54;41;5;13
01286;Parves et Nattages;141;1;38;154;23;123;52;146;8;53;21;9;17
01288;Péron;342;7;7;346;59;219;80;220;12;76;46;4;33
01289;Péronnas;1051;21;70;1060;115;756;247;676;74;177;243;19;89
01290;Pérouges;165;5;13;234;20;231;89;135;14;35;58;1;25
01291;Perrex;81;6;10;189;21;160;36;41;12;13;35;3;14
01293;Peyriat;17;0;0;25;3;33;18;19;3;7;8;0;1
01294;Peyrieu;117;1;11;131;17;138;38;98;7;35;20;5;21
01295;Peyzieux-sur-Saône;66;0;2;81;10;134;40;54;6;14;13;4;12
01296;Pirajoux;87;3;4;45;11;82;19;31;4;3;15;2;6
01297;Pizay;143;2;9;141;21;193;33;89;14;21;28;0;15
01298;Plagne;19;0;0;27;4;31;9;10;3;7;2;0;2
01299;Le Plantay;81;1;3;84;13;102;31;30;6;15;30;0;10
01301;Polliat;404;6;24;486;50;447;119;213;37;59;112;13;65
01302;Pollieu;23;0;2;30;3;19;8;31;0;9;8;0;7
01303;Poncin;262;5;9;193;33;300;100;175;13;37;62;10;16
01304;Pont-d'Ain;511;7;30;314;44;410;111;278;20;59;62;10;44
01305;Pont-de-Vaux;434;9;13;338;31;250;61;173;18;36;60;9;28
01306;Pont-de-Veyle;246;5;15;176;26;205;61;134;10;31;23;4;13
01307;Port;119;4;6;124;19;111;40;78;3;20;26;7;6
01308;Pougny;150;2;13;74;14;46;30;49;6;26;5;4;14
01309;Pouillat;8;0;3;9;8;19;4;9;0;4;0;0;1
01310;Prémeyzel;23;0;0;20;5;34;3;32;3;6;3;0;0
01311;Prémillieu;11;1;0;6;1;18;3;3;0;3;1;2;2
01313;Prévessin-Moëns;948;10;22;1312;69;317;267;563;49;253;170;11;76
01314;Priay;216;6;21;210;39;340;95;145;17;51;43;15;27
01317;Ramasse;34;1;5;46;14;55;19;36;1;10;8;3;9
01318;Rancé;90;3;11;124;12;119;50;53;7;23;30;4;24
01319;Relevant;52;1;3;81;12;97;19;29;7;13;19;1;2
01320;Replonges;591;10;31;739;63;620;154;274;26;78;139;13;67
01321;Revonnas;125;1;11;157;21;140;31;115;14;37;31;1;8
01322;Reyrieux;705;6;54;1012;77;632;269;473;37;170;146;19;59
01323;Reyssouze;168;7;7;152;24;180;35;73;9;18;30;4;15
01325;Rignieux-le-Franc;136;3;15;171;16;217;54;117;8;29;32;1;16
01328;Romans;68;2;3;99;12;98;22;27;3;12;27;2;10
01329;Rossillon;32;0;2;26;2;26;11;25;6;4;3;2;6
01330;Ruffieu;25;1;0;35;7;23;6;40;4;5;4;2;6
01331;Saint-Alban;31;2;2;28;15;20;6;16;4;8;9;1;4
01332;Saint-André-de-Bâgé;106;2;15;136;17;147;25;69;8;25;23;8;16
01333;Saint-André-de-Corcy;522;14;48;554;45;633;165;326;40;98;86;16;69
01334;Saint-André-d'Huiriat;84;0;5;90;12;153;18;53;5;15;22;3;9
01335;Saint-André-le-Bouchoux;39;1;3;57;11;74;18;37;3;9;13;1;7
01336;Saint-André-sur-Vieux-Jonc;183;0;10;219;25;214;50;100;19;26;22;1;18
01337;Saint-Bénigne;212;6;19;239;35;230;43;93;4;29;28;5;15
01338;Groslée-Saint-Benoît;224;2;10;200;30;207;90;110;12;17;31;5;21
01339;Saint-Bernard;218;3;23;388;25;230;90;118;13;67;78;4;31
01342;Sainte-Croix;72;1;8;83;14;88;31;50;2;21;26;1;18
01343;Saint-Cyr-sur-Menthon;264;5;18;294;53;335;81;127;18;26;59;7;41
01344;Saint-Denis-lès-Bourg;968;16;85;1118;97;742;268;632;98;202;198;11;81
01345;Saint-Denis-en-Bugey;421;12;28;258;47;409;105;209;27;48;51;2;24
01346;Saint-Didier-d'Aussiat;108;1;6;124;33;140;34;61;4;26;34;4;33
01347;Saint-Didier-de-Formans;244;8;16;463;33;354;97;224;20;103;98;6;24
01348;Saint-Didier-sur-Chalaronne;540;11;25;485;35;535;150;177;16;50;98;9;43
01349;Saint-Eloi;83;0;3;91;15;83;36;44;5;18;22;3;3
01350;Saint-Etienne-du-Bois;392;8;25;423;68;395;116;221;30;71;119;11;40
01351;Saint-Etienne-sur-Chalaronne;229;2;15;222;27;352;86;106;11;46;50;3;31
01352;Saint-Etienne-sur-Reyssouze;80;2;9;86;8;118;17;35;6;8;20;6;11
01353;Sainte-Euphémie;187;2;17;315;27;248;83;142;13;42;33;3;21
01354;Saint-Genis-Pouilly;1452;14;36;1194;58;530;265;1041;56;213;132;17;102
01355;Saint-Genis-sur-Menthon;75;3;4;79;20;92;21;27;11;12;13;1;18
01356;Saint-Georges-sur-Renon;28;2;4;40;8;39;13;19;1;8;2;2;9
01357;Saint-Germain-de-Joux;70;1;5;50;20;56;10;30;0;8;6;2;3
01358;Saint-Germain-les-Paroisses;58;0;5;47;7;66;41;52;4;19;26;1;7
01359;Saint-Germain-sur-Renon;48;0;1;44;4;53;26;9;1;9;15;1;2
01360;Saint-Jean-de-Gonville;201;0;5;277;26;173;82;131;16;57;49;6;31
01361;Saint-Jean-de-Niost;213;2;23;305;26;311;117;139;8;48;66;5;30
01362;Saint-Jean-de-Thurigneux;82;2;7;157;11;159;48;42;4;20;35;2;6
01363;Saint-Jean-le-Vieux;274;7;16;282;43;321;89;179;28;48;62;4;30
01364;Saint-Jean-sur-Reyssouze;131;1;10;100;15;159;29;34;15;12;27;3;13
01365;Saint-Jean-sur-Veyle;182;1;4;206;29;189;42;101;11;23;35;5;16
01366;Sainte-Julie;91;2;11;135;26;207;49;121;8;34;15;4;16
01367;Saint-Julien-sur-Reyssouze;83;2;12;77;9;125;34;55;4;14;24;3;14
01368;Saint-Julien-sur-Veyle;101;3;8;130;25;151;32;54;9;21;25;4;22
01369;Saint-Just;159;3;15;171;27;108;56;107;14;32;43;1;8
01370;Saint-Laurent-sur-Saône;290;8;24;189;13;159;48;164;13;26;29;8;21
01371;Saint-Marcel;191;6;9;199;21;209;77;127;14;30;26;4;25
01372;Saint-Martin-de-Bavel;74;5;1;66;12;68;11;61;5;31;7;2;9
01373;Saint-Martin-du-Frêne;139;1;5;165;22;189;50;68;7;18;43;3;15
01374;Saint-Martin-du-Mont;239;3;22;312;48;318;114;174;28;53;70;5;37
01375;Saint-Martin-le-Châtel;99;0;10;141;28;167;37;60;4;27;31;6;14
01376;Saint-Maurice-de-Beynost;600;17;34;495;32;395;154;457;42;93;63;12;35
01378;Saint-Maurice-de-Gourdans;370;11;32;473;51;569;221;189;18;70;61;15;43
01379;Saint-Maurice-de-Rémens;119;0;11;71;14;161;37;58;3;18;14;5;14
01380;Saint-Nizier-le-Bouchoux;113;0;2;116;14;130;34;51;7;13;21;1;10
01381;Saint-Nizier-le-Désert;138;3;3;127;18;172;53;51;5;19;30;3;19
01382;Sainte-Olive;41;0;5;66;3;74;14;18;2;7;11;3;3
01383;Saint-Paul-de-Varax;257;2;16;218;35;325;69;113;9;18;38;6;20
01384;Saint-Rambert-en-Bugey;385;4;20;169;38;293;75;201;13;26;28;12;18
01385;Saint-Rémy;144;1;7;204;34;159;52;68;11;34;39;3;15
01386;Saint-Sorlin-en-Bugey;129;2;17;204;33;178;54;114;17;42;34;5;26
01387;Saint-Sulpice;29;0;3;35;3;43;6;19;4;5;12;3;9
01388;Saint-Trivier-de-Courtes;180;4;9;149;13;192;32;49;6;11;43;6;16
01389;Saint-Trivier-sur-Moignans;260;5;9;252;30;382;104;116;17;50;42;4;24
01390;Saint-Vulbas;156;2;8;149;13;288;89;63;6;17;30;13;12
01391;Salavre;42;1;5;51;10;65;15;31;1;5;9;3;11
01392;Samognat;93;0;5;94;23;116;37;52;4;17;27;3;12
01393;Sandrans;59;3;6;112;6;127;36;35;5;12;18;3;15
01396;Sault-Brénaz;145;4;3;111;6;143;34;84;6;10;19;2;12
01397;Sauverny;154;1;5;184;10;75;35;62;11;20;26;8;15
01398;Savigneux;205;1;16;230;31;278;61;74;9;35;38;1;43
01399;Ségny;326;4;3;313;22;139;68;145;14;61;51;3;30
01400;Seillonnaz;21;3;5;24;5;24;9;17;1;1;12;1;6
01401;Sergy;222;2;6;285;46;130;41;137;22;69;39;3;32
01402;Sermoyer;106;4;11;87;18;136;29;51;10;10;19;1;12
01403;Serrières-de-Briord;208;3;28;139;23;245;40;162;12;22;33;7;23
01404;Serrières-sur-Ain;24;0;2;24;3;27;10;22;3;3;2;2;3
01405;Servas;206;3;12;172;17;235;44;87;11;28;33;5;20
01406;Servignat;18;0;4;30;3;37;9;11;4;5;5;0;3
01407;Seyssel;150;6;8;132;10;126;40;108;12;29;25;3;11
01408;Simandre-sur-Suran;115;3;4;84;26;109;34;99;8;16;21;0;10
01410;Sonthonnax-la-Montagne;37;1;7;37;15;56;18;39;5;10;9;2;0
01411;Souclin;31;0;3;36;9;68;10;12;2;6;9;3;8
01412;Sulignat;87;1;2;117;8;115;21;33;5;16;11;2;11
01415;Talissieu;62;1;5;50;8;96;8;35;3;8;9;4;9
01416;Tenay;174;3;11;92;13;153;37;79;3;7;9;6;16
01418;Thil;175;1;17;248;13;156;73;116;11;36;30;5;18
01419;Thoiry;794;9;30;923;58;433;148;431;34;192;127;15;82
01420;Thoissey;321;4;11;175;15;246;71;113;8;27;39;3;16
01421;Torcieu;98;1;11;84;19;153;44;71;8;9;19;5;7
01422;Tossiat;212;3;20;255;32;240;64;124;17;45;49;7;20
01423;Toussieux;107;4;4;213;17;177;70;111;7;34;35;2;16
01424;Tramoyes;217;1;27;406;23;291;118;140;18;82;66;3;18
01425;La Tranclière;34;3;2;52;12;64;15;22;3;5;13;3;2
01426;Val-Revermont;339;11;26;379;81;398;104;231;41;98;70;11;39
01427;Trévoux;814;18;63;933;65;630;243;748;53;184;162;27;72
01428;Valeins;18;0;1;34;1;31;5;2;1;2;7;0;1
01429;Vandeins;91;0;7;88;15;147;44;41;12;10;26;1;9
01430;Varambon;75;2;5;78;12;117;29;51;8;10;18;4;12
01431;Vaux-en-Bugey;149;7;32;160;22;185;62;157;16;36;37;6;30
01432;Verjon;36;2;9;57;15;58;12;34;5;10;13;0;7
01433;Vernoux;39;2;9;24;4;66;14;14;4;1;5;3;5
01434;Versailleux;43;1;5;79;11;89;21;23;6;15;21;0;15
01435;Versonnex;380;3;12;263;34;152;71;169;17;75;38;5;28
01436;Vesancy;87;1;1;119;7;29;20;38;5;13;19;2;6
01437;Vescours;33;0;0;27;2;40;13;11;3;2;15;0;7
01439;Vésines;11;0;0;17;1;12;9;4;1;2;8;0;3
01441;Vieu-d'Izenave;86;1;1;74;24;141;34;45;6;17;22;1;15
01443;Villars-les-Dombes;739;9;54;776;55;780;210;406;44;120;121;24;58
01444;Villebois;212;6;17;122;27;232;60;162;7;33;29;2;13
01445;Villemotier;79;2;9;107;11;121;32;38;10;20;21;0;6
01446;Villeneuve;201;5;7;228;18;323;93;112;13;39;72;5;33
01447;Villereversure;189;2;8;152;72;211;44;133;12;25;36;2;19
01448;Villes;61;3;1;57;11;59;9;32;2;11;17;1;14
01449;Villette-sur-Ain;89;3;10;112;13;138;60;63;4;37;14;6;16
01450;Villieu-Loyes-Mollon;553;9;41;589;66;720;197;335;36;116;102;14;57
01451;Viriat;972;18;48;1209;119;912;267;546;74;168;251;15;120
01452;Virieu-le-Grand;189;6;21;105;10;180;55;122;5;21;28;6;25
01453;Arviere-en-Valromey;128;2;10;91;24;119;24;96;10;25;26;4;14
01454;Virignin;136;4;10;114;23;188;57;112;10;27;25;3;11
01456;Vongnes;9;0;2;24;0;9;2;7;4;0;5;0;4
01457;Vonnas;555;10;27;507;30;460;125;228;31;61;111;10;45
02001;Abbécourt;104;4;5;38;8;145;26;28;3;4;9;5;4
02002;Achery;101;1;3;59;4;151;31;46;4;8;15;3;8
02003;Acy;181;4;11;128;20;249;44;97;8;24;25;4;16
02004;Agnicourt-et-Séchelles;27;0;3;28;6;42;2;16;2;4;9;1;6
02005;Aguilcourt;76;1;1;54;6;99;19;28;4;5;12;2;1
02006;Aisonville-et-Bernoville;42;1;0;39;4;74;17;19;1;4;7;2;0
02007;Aizelles;16;1;2;25;4;26;2;13;1;1;7;0;1
02008;Aizy-Jouy;49;3;4;29;1;78;13;17;2;12;4;2;6
02009;Alaincourt;84;1;3;62;6;153;22;30;7;6;8;2;11
02010;Allemant;24;0;1;21;4;53;1;14;0;2;2;1;1
02011;Ambleny;250;7;19;183;13;274;71;98;12;16;37;5;16
02012;Ambrief;19;0;0;10;1;16;2;1;0;0;6;0;0
02013;Amifontaine;64;0;2;51;9;98;19;18;2;8;14;1;9
02014;Amigny-Rouy;118;0;9;96;7;178;31;54;2;13;21;6;10
02015;Ancienville;8;0;0;12;2;24;5;8;0;2;3;0;0
02016;Andelain;25;1;5;28;2;61;2;26;3;2;5;0;3
02017;Anguilcourt-le-Sart;55;1;2;35;1;58;14;18;1;1;11;1;3
02018;Anizy-le-Grand;540;8;28;262;31;529;88;201;11;46;55;18;21
02019;Annois;84;1;3;49;3;80;24;23;1;2;9;1;1
02020;Any-Martin-Rieux;76;1;2;63;14;123;31;22;0;10;13;0;5
02021;Archon;12;0;1;6;2;25;7;5;0;12;2;1;1
02022;Arcy-Sainte-Restitue;80;5;2;64;8;103;18;28;1;4;11;0;1
02023;Armentières-sur-Ourcq;19;0;3;13;2;21;5;15;1;4;8;1;4
02024;Arrancy;6;2;0;7;0;12;3;3;0;2;2;0;2
02025;Artemps;50;2;1;48;6;113;19;18;2;8;6;3;1
02027;Assis-sur-Serre;47;0;1;32;2;73;6;13;0;4;7;1;1
02028;Athies-sous-Laon;469;14;60;291;27;603;72;206;17;41;43;9;31
02029;Attilly;55;0;3;28;10;74;14;26;8;8;11;4;4
02030;Aubencheul-aux-Bois;49;1;4;36;5;66;10;16;2;4;10;2;7
02031;Aubenton;88;2;5;50;11;185;32;28;6;3;8;1;8
02032;Aubigny-aux-Kaisnes;55;0;1;17;11;70;8;14;3;1;6;1;0
02033;Aubigny-en-Laonnois;26;0;1;13;1;24;9;6;0;0;6;1;1
02034;Audignicourt;18;0;1;15;3;38;5;4;0;0;1;0;2
02035;Audigny;37;3;7;26;8;65;10;18;1;4;9;0;8
02036;Augy;3;1;1;12;2;22;2;9;0;0;2;0;3
02037;Aulnois-sous-Laon;246;10;17;148;14;315;44;136;9;26;27;10;21
02038;Les Autels;12;0;0;5;0;22;11;3;1;1;1;0;5
02039;Autremencourt;15;0;0;27;1;44;9;14;4;2;2;0;3
02040;Autreppes;27;1;3;28;4;36;7;26;2;2;3;1;0
02041;Autreville;177;3;11;114;10;200;29;86;3;9;13;2;14
02042;Azy-sur-Marne;59;1;5;41;7;88;17;31;3;5;10;2;8
02043;Bagneux;12;0;1;5;4;21;3;1;0;1;1;0;0
02044;Bancigny;7;0;1;3;3;5;5;0;0;0;4;0;0
02046;Barenton-Bugny;72;3;8;67;7;151;20;52;5;9;8;5;9
02047;Barenton-Cel;21;1;1;10;2;55;10;4;2;0;3;0;3
02048;Barenton-sur-Serre;14;0;4;10;1;23;13;7;0;1;8;1;0
02049;Barisis-aux-Bois;104;3;14;93;6;182;27;48;5;8;15;6;14
02050;Barzy-en-Thiérache;62;3;2;38;1;98;12;20;1;1;11;0;8
02051;Barzy-sur-Marne;77;1;3;50;7;85;17;24;0;7;7;1;5
02052;Bassoles-Aulers;33;0;2;15;1;33;3;13;1;2;6;0;6
02053;Vallées en Champagne;100;2;2;93;7;118;27;51;3;11;21;5;13
02054;Bazoches-et-Saint-Thibaut;108;4;11;68;10;94;15;36;4;10;14;4;10
02055;Beaumé;21;2;0;9;4;27;6;8;2;3;1;0;2
02056;Beaumont-en-Beine;31;0;5;21;1;52;6;8;3;0;2;1;1
02057;Beaurevoir;259;8;4;153;21;334;67;64;2;7;22;4;13
02058;Beaurieux;116;4;9;74;10;195;30;66;5;7;19;2;2
02059;Beautor;675;11;32;179;27;519;68;230;12;16;20;14;12
02060;Beauvois-en-Vermandois;44;1;1;38;0;89;1;20;3;3;5;0;2
02061;Becquigny;55;2;0;14;6;77;15;21;5;3;2;1;5
02062;Belleau;24;0;1;9;3;32;12;12;1;6;8;0;0
02063;Bellenglise;55;1;3;46;4;113;7;31;1;2;3;0;2
02064;Belleu;740;18;43;420;25;661;102;312;17;47;52;11;25
02065;Bellicourt;117;2;9;57;12;150;32;41;1;8;16;1;4
02066;Benay;46;1;2;19;2;49;10;20;0;4;6;0;3
02067;Bergues-sur-Sambre;33;0;0;34;3;54;12;18;3;3;4;1;3
02068;Berlancourt;15;0;3;4;3;22;12;2;0;0;1;1;1
02069;Berlise;20;1;0;11;2;26;12;12;0;0;7;1;0
02070;Bernot;77;1;2;58;10;106;7;37;2;3;25;1;7
02071;Berny-Rivière;77;2;13;93;7;165;28;41;3;32;6;6;9
02072;Berrieux;29;1;3;33;5;49;4;6;1;2;3;1;2
